chip_vendor	chip_type	create_date	genome-species	genome-version	netaffx-annotation-netaffx-build	probeset_id	gene_symbol	gene_desc	chr_location	strand	refseq_accn
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200601_at	ACTN4	actinin, alpha 4	chr19q13	-	NP_004915
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200602_at	APP	amyloid beta (A4) precursor protein	chr21q21.3	-	NP_000475|NP_001129488|NP_001129601|NP_001129602|NP_001129603|NP_001191230|NP_001191231|NP_001191232|NP_958816|NP_958817
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200603_at	PRKAR1A	protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)	chr17q23-q24	-	NP_002725|NP_997636|NP_997637
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200604_s_at	PRKAR1A	protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)	chr17q23-q24	-	NP_002725|NP_997636|NP_997637
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200605_s_at	PRKAR1A	protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)	chr17q23-q24	-	NP_002725|NP_997636|NP_997637
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200606_at	DSP	desmoplakin	chr6p24	-	NP_001008844|NP_004406
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200607_s_at	RAD21	RAD21 homolog (S. pombe)	chr8q24	-	NP_006256
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200608_s_at	RAD21	RAD21 homolog (S. pombe)	chr8q24	-	NP_006256
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200609_s_at	WDR1	WD repeat domain 1	chr4p16.1	-	NP_005103|NP_059830
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200610_s_at	NCL	nucleolin	chr2q37.1	-	NP_005372
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200611_s_at	WDR1	WD repeat domain 1	chr4p16.1	-	NP_005103|NP_059830
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200612_s_at	AP2B1	adaptor-related protein complex 2, beta 1 subunit	chr17q11.2-q12	-	NP_001025177|NP_001273
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200613_at	AP2M1	adaptor-related protein complex 2, mu 1 subunit	chr3q28	-	NP_001020376|NP_004059
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200614_at	CLTC	clathrin, heavy chain (Hc)	chr17q11-qter	-	NP_004850
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200615_s_at	AP2B1	adaptor-related protein complex 2, beta 1 subunit	chr17q11.2-q12	-	NP_001025177|NP_001273
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200616_s_at	MLEC	malectin	chr12q24.31	-	NP_055545
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200617_at	MLEC	malectin	chr12q24.31	-	NP_055545
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200618_at	LASP1	LIM and SH3 protein 1	chr17q11-q21.3	-	NP_006139
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200619_at	SF3B2	splicing factor 3b, subunit 2, 145kDa	chr11q13.1	-	NP_006833
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200620_at	TMEM59	transmembrane protein 59	chr1p32.3	-	NP_004863
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200621_at	CSRP1	cysteine and glycine-rich protein 1	chr1q32	-	NP_001180499|NP_001180500|NP_001180501|NP_004069
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200622_x_at	CALM1|CALM2|CALM3	calmodulin 1 (phosphorylase kinase, delta)|calmodulin 2 (phosphorylase kinase, delta)|calmodulin 3 (phosphorylase kinase, delta)	chr14q24-q31 /// chr19q13.2-q13.3 /// chr2p21	-	NP_001734|NP_005175|NP_008819
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200623_s_at	CALM1|CALM2|CALM3	calmodulin 1 (phosphorylase kinase, delta)|calmodulin 2 (phosphorylase kinase, delta)|calmodulin 3 (phosphorylase kinase, delta)	chr14q24-q31 /// chr19q13.2-q13.3 /// chr2p21	-	NP_001734|NP_005175|NP_008819
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200624_s_at	MATR3|SNHG4	matrin 3|small nucleolar RNA host gene 4 (non-protein coding)	chr5q31.2	-	NP_001181883|NP_001181884|NP_001181885|NP_061322|NP_954659
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200625_s_at	CAP1	CAP, adenylate cyclase-associated protein 1 (yeast)	chr1p34.2	-	NP_001099000|NP_006358
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200626_s_at	MATR3|SNHG4	matrin 3|small nucleolar RNA host gene 4 (non-protein coding)	chr5q31.2	-	NP_001181883|NP_001181884|NP_001181885|NP_061322|NP_954659
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200627_at	LOC100506732|PTGES3	uncharacterized LOC100506732|prostaglandin E synthase 3 (cytosolic)	chr12q13.3|12	-	NP_006592
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200628_s_at	WARS	tryptophanyl-tRNA synthetase	chr14q32.31	-	NP_004175|NP_776049|NP_998810|NP_998811
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200629_at	WARS	tryptophanyl-tRNA synthetase	chr14q32.31	-	NP_004175|NP_776049|NP_998810|NP_998811
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200630_x_at	SET	SET nuclear oncogene	chr9q34	-	NP_001116293|NP_001234929|NP_001234930|NP_003002
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200631_s_at	SET	SET nuclear oncogene	chr9q34	-	NP_001116293|NP_001234929|NP_001234930|NP_003002
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200632_s_at	NDRG1	N-myc downstream regulated 1	chr8q24.3	-	NP_001128714|NP_001245361|NP_001245362|NP_006087
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200633_at	UBB	ubiquitin B	chr17p12-p11.2	-	NP_061828
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200634_at	PFN1	profilin 1	chr17p13.3	-	NP_005013
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200635_s_at	PTPRF	protein tyrosine phosphatase, receptor type, F	chr1p34	-	NP_002831|NP_569707
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200636_s_at	PTPRF	protein tyrosine phosphatase, receptor type, F	chr1p34	-	NP_002831|NP_569707
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200637_s_at	PTPRF	protein tyrosine phosphatase, receptor type, F	chr1p34	-	NP_002831|NP_569707
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200638_s_at	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	chr8q23.1	-	NP_001129171|NP_001129172|NP_001129173|NP_001129174|NP_003397|NP_663723
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200639_s_at	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	chr8q23.1	-	NP_001129171|NP_001129172|NP_001129173|NP_001129174|NP_003397|NP_663723
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200640_at	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	chr8q23.1	-	NP_001129171|NP_001129172|NP_001129173|NP_001129174|NP_003397|NP_663723
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200641_s_at	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	chr8q23.1	-	NP_001129171|NP_001129172|NP_001129173|NP_001129174|NP_003397|NP_663723
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200642_at	SOD1	superoxide dismutase 1, soluble	chr21q22.11	-	NP_000445
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200643_at	HDLBP	high density lipoprotein binding protein	chr2q37.3	-	NP_001230829|NP_005327|NP_976221
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200644_at	MARCKSL1	MARCKS-like 1	chr1p35.1	-	NP_075385
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200645_at	GABARAP	GABA(A) receptor-associated protein	chr17p13.1	-	NP_009209
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200646_s_at	NUCB1	nucleobindin 1	chr19q13.33	-	NP_006175
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200647_x_at	EIF3C|EIF3CL	eukaryotic translation initiation factor 3, subunit C|eukaryotic translation initiation factor 3, subunit C-like	chr16p11.2	-	NP_001032897|NP_001093131|NP_001186071|NP_001254503|NP_003743
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200648_s_at	GLUL	glutamate-ammonia ligase	chr1q31	-	NP_001028216|NP_001028228|NP_002056
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200649_at	NUCB1	nucleobindin 1	chr19q13.33	-	NP_006175
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200650_s_at	LDHA	lactate dehydrogenase A	chr11p15.4	-	NP_001128711|NP_001158886|NP_001158887|NP_001158888|NP_005557
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200651_at	GNB2L1|LOC100289627|SNORD95|SNORD96A	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1|uncharacterized LOC100289627|small nucleolar RNA, C/D box 95|small nucleolar RNA, C/D box 96A	chr5q35.3	-	NP_006089
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200652_at	SSR2	signal sequence receptor, beta (translocon-associated protein beta)	chr1q21-q23	-	NP_003136
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200653_s_at	CALM1|CALM2|CALM3	calmodulin 1 (phosphorylase kinase, delta)|calmodulin 2 (phosphorylase kinase, delta)|calmodulin 3 (phosphorylase kinase, delta)	chr14q24-q31 /// chr19q13.2-q13.3 /// chr2p21	-	NP_001734|NP_005175|NP_008819
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200654_at	P4HB	prolyl 4-hydroxylase, beta polypeptide	chr17q25	-	NP_000909
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200655_s_at	CALM1|CALM2|CALM3	calmodulin 1 (phosphorylase kinase, delta)|calmodulin 2 (phosphorylase kinase, delta)|calmodulin 3 (phosphorylase kinase, delta)	chr14q24-q31 /// chr19q13.2-q13.3 /// chr2p21	-	NP_001734|NP_005175|NP_008819
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200656_s_at	P4HB	prolyl 4-hydroxylase, beta polypeptide	chr17q25	-	NP_000909
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200657_at	SLC25A5	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5	chrXq24	-	NP_001143
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200658_s_at	PHB	prohibitin	chr17q21	-	NP_002625
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200659_s_at	PHB	prohibitin	chr17q21	-	NP_002625
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200660_at	S100A11	S100 calcium binding protein A11	chr1q21	-	NP_005611
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200661_at	CTSA	cathepsin A	chr20q13.1	-	NP_000299|NP_001121167|NP_001161066
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200662_s_at	TOMM20	translocase of outer mitochondrial membrane 20 homolog (yeast)	chr1q42	-	NP_055580
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200663_at	CD63	CD63 molecule	chr12q12-q13	-	NP_001035123|NP_001244318|NP_001244319|NP_001244320|NP_001244321|NP_001244329|NP_001244330|NP_001254627|NP_001771
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200664_s_at	DNAJB1	DnaJ (Hsp40) homolog, subfamily B, member 1	chr19p13.2	-	NP_006136
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200665_s_at	LOC100505813|SPARC	uncharacterized LOC100505813|secreted protein, acidic, cysteine-rich (osteonectin)	chr5q31.3-q32	-	NP_003109
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200666_s_at	DNAJB1	DnaJ (Hsp40) homolog, subfamily B, member 1	chr19p13.2	-	NP_006136
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200667_at	UBE2D3	ubiquitin-conjugating enzyme E2D 3	chr4q24	-	NP_003331|NP_871615|NP_871616|NP_871617|NP_871618|NP_871619|NP_871620|NP_871621|NP_871622
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200668_s_at	UBE2D3	ubiquitin-conjugating enzyme E2D 3	chr4q24	-	NP_003331|NP_871615|NP_871616|NP_871617|NP_871618|NP_871619|NP_871620|NP_871621|NP_871622
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200669_s_at	UBE2D3	ubiquitin-conjugating enzyme E2D 3	chr4q24	-	NP_003331|NP_871615|NP_871616|NP_871617|NP_871618|NP_871619|NP_871620|NP_871621|NP_871622
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200670_at	XBP1	X-box binding protein 1	chr22q12.1|22q12	-	NP_001073007|NP_005071
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200671_s_at	SPTBN1	spectrin, beta, non-erythrocytic 1	chr2p21	-	NP_003119|NP_842565
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200672_x_at	SPTBN1	spectrin, beta, non-erythrocytic 1	chr2p21	-	NP_003119|NP_842565
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200673_at	LAPTM4A	lysosomal protein transmembrane 4 alpha	chr2p24.1	-	NP_055528
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200674_s_at	RPL32	ribosomal protein L32	chr3p25-p24	-	NP_000985|NP_001007074|NP_001007075
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200675_at	CD81	CD81 molecule	chr11p15.5	-	NP_004347
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200676_s_at	UBE2L3	ubiquitin-conjugating enzyme E2L 3	chr22q11.21	-	NP_001243284|NP_001243285|NP_003338
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200677_at	PTTG1IP	pituitary tumor-transforming 1 interacting protein	chr21q22.3	-	NP_004330
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200678_x_at	GRN	granulin	chr17q21.32	-	NP_002078
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200679_x_at	HMGB1	high mobility group box 1	chr13q12	-	NP_002119
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200680_x_at	HMGB1	high mobility group box 1	chr13q12	-	NP_002119
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200681_at	GLO1	glyoxalase I	chr6p21.3-p21.1	-	NP_006699
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200682_s_at	UBE2L3	ubiquitin-conjugating enzyme E2L 3	chr22q11.21	-	NP_001243284|NP_001243285|NP_003338
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200683_s_at	UBE2L3	ubiquitin-conjugating enzyme E2L 3	chr22q11.21	-	NP_001243284|NP_001243285|NP_003338
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200684_s_at	UBE2L3	ubiquitin-conjugating enzyme E2L 3	chr22q11.21	-	NP_001243284|NP_001243285|NP_003338
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200685_at	SRSF11	serine/arginine-rich splicing factor 11	chr1p31	-	NP_001177916|NP_004759
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200686_s_at	SRSF11	serine/arginine-rich splicing factor 11	chr1p31	-	NP_001177916|NP_004759
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200687_s_at	SF3B3	splicing factor 3b, subunit 3, 130kDa	chr16q22.1	-	NP_036558
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200688_at	SF3B3	splicing factor 3b, subunit 3, 130kDa	chr16q22.1	-	NP_036558
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200689_x_at	EEF1G|MIR3654	eukaryotic translation elongation factor 1 gamma|microRNA 3654	chr11q12.3	-	NP_001395
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200690_at	HSPA9	heat shock 70kDa protein 9 (mortalin)	chr5q31.1	-	NP_004125
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200691_s_at	HSPA9	heat shock 70kDa protein 9 (mortalin)	chr5q31.1	-	NP_004125
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200692_s_at	HSPA9	heat shock 70kDa protein 9 (mortalin)	chr5q31.1	-	NP_004125
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200693_at	YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide	chr2p25.1	-	NP_006817
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200694_s_at	DDX24	DEAD (Asp-Glu-Ala-Asp) box polypeptide 24	chr14q32	-	NP_065147
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200695_at	PPP2R1A	protein phosphatase 2, regulatory subunit A, alpha	chr19q13.41	-	NP_055040
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200696_s_at	GSN	gelsolin	chr9q33	-	NP_000168|NP_001121134|NP_001121135|NP_001121136|NP_001121137|NP_001121138|NP_001121139|NP_001244958|NP_937895
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200697_at	HK1	hexokinase 1	chr10q22	-	NP_000179|NP_277031|NP_277032|NP_277033|NP_277035
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200698_at	KDELR2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	chr7p22.1	-	NP_001094073|NP_006845
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200699_at	KDELR2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	chr7p22.1	-	NP_001094073|NP_006845
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200700_s_at	KDELR2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	chr7p22.1	-	NP_001094073|NP_006845
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200701_at	NPC2	Niemann-Pick disease, type C2	chr14q24.3	-	NP_006423
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200702_s_at	DDX24	DEAD (Asp-Glu-Ala-Asp) box polypeptide 24	chr14q32	-	NP_065147
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200703_at	DYNLL1	dynein, light chain, LC8-type 1	chr12q24.23	-	NP_001032583|NP_001032584|NP_003737
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200704_at	LITAF	lipopolysaccharide-induced TNF factor	chr16p13.13	-	NP_001129944|NP_001129945|NP_004853
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200705_s_at	EEF1B2|SNORA41	eukaryotic translation elongation factor 1 beta 2|small nucleolar RNA, H/ACA box 41	chr2q33 /// chr2q33.3	-	NP_001032752|NP_001950|NP_066944
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200706_s_at	LITAF	lipopolysaccharide-induced TNF factor	chr16p13.13	-	NP_001129944|NP_001129945|NP_004853
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200707_at	PRKCSH	protein kinase C substrate 80K-H	chr19p13.2	-	NP_001001329|NP_002734
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200708_at	GOT2	glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2)	chr16q21	-	NP_002071
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200709_at	FKBP1A	FK506 binding protein 1A, 12kDa	chr20p13	-	NP_000792|NP_001186715|NP_463460
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200710_at	ACADVL	acyl-CoA dehydrogenase, very long chain	chr17p13.1	-	NP_000009|NP_001029031|NP_001257376|NP_001257377
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200711_s_at	SKP1	S-phase kinase-associated protein 1	chr5q31	-	NP_008861|NP_733779
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200712_s_at	MAPRE1	microtubule-associated protein, RP/EB family, member 1	chr20q11.1-q11.23	-	NP_036457
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200713_s_at	MAPRE1	microtubule-associated protein, RP/EB family, member 1	chr20q11.1-q11.23	-	NP_036457
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200714_x_at	OS9	osteosarcoma amplified 9, endoplasmic reticulum lectin	chr12q13	-	NP_001017956|NP_001017957|NP_001017958|NP_001248349|NP_001248350|NP_001248351|NP_001248352|NP_006803
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200715_x_at	RPL13A|SNORD32A|SNORD33|SNORD34|SNORD35A	ribosomal protein L13a|small nucleolar RNA, C/D box 32A|small nucleolar RNA, C/D box 33|small nucleolar RNA, C/D box 34|small nucleolar RNA, C/D box 35A	chr19q13.3	-	NP_036555
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200716_x_at	RPL13A|RPL13AP5|SNORD32A|SNORD33|SNORD34|SNORD35A	ribosomal protein L13a|ribosomal protein L13a pseudogene 5|small nucleolar RNA, C/D box 32A|small nucleolar RNA, C/D box 33|small nucleolar RNA, C/D box 34|small nucleolar RNA, C/D box 35A	chr10q24.1 /// chr19q13.3	-	NP_036555
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200717_x_at	RPL7	ribosomal protein L7	chr8q21.11	-	NP_000962
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200718_s_at	SKP1	S-phase kinase-associated protein 1	chr5q31	-	NP_008861|NP_733779
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200719_at	SKP1	S-phase kinase-associated protein 1	chr5q31	-	NP_008861|NP_733779
Affymetrix	HT_HG-U133A	2012-10-29 GMT-08:00 19:23:30	Homo sapiens	hg19	33	200720_s_at	ACTR1A	ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)	chr10q24.32	-	NP_005727
