CloneID	Ch	Start	End	Gene	BxPC-3_vs_humd	DanG_vs_humd	HPAC_vs_humd	HUP-T4_vs_humd	PA-8902_vs_humd	Panc1_vs_humd	SU86.86_vs_humd
A_23_P51211	1	24128699	24128819	MYOM3	0.168047558	-0.190440164	-0.535298097	-0.094802065	-0.237305093	-0.156119551	-0.080524305
A_23_P62610	1	24191579	24191699	IL22RA1	-0.175187744	0.047664191	0.015218989			-0.081315958	-0.01748688
A_23_P74112	1	24226012	24226132	IL28RA	0.180801068	-0.261497545	0.014210929		-0.6596535	0.048831322	
A_23_P52067	1	24426779	24426899	TFCP2L4	0.260227965	-0.075438711	-0.478219023	0.131434924	-0.135990817	-0.23099699	-0.191131775
A_23_P325168	1	24451503	24451623	LOC90529	0.383422063	0.202779366	0.144879018	0.116176758	-0.16384954	0.222330419	-0.068705431
A_23_P46604	1	24525147	24525267	DJ462O23.2	0.316080843	0.084097147		-0.187128322	-0.185548603	0.223165256	-0.058345532
A_23_P35205	1	24608622	24608742	CCP3_HUMAN		0.391439391	-0.081374548		0.419645771		-0.075902366
A_23_P51231	1	24971578	24971698	RUNX3	-0.019927487	-0.072956084	0.352805371	0.066063725	-0.244862371	0.104687828	0.023412642
A_23_P45756	1	25296776	25296896	P29	0.42005896	-0.27416678	-0.658082574		-0.413100184	-0.01881527	-0.044303559
A_23_P34396	1	25316932	25317052	NPD014	0.121736856	-0.013342065	-0.079055938	-0.18409576	-0.498034392	0.086906891	-0.22213849
A_23_P74129	1	25432445	25432565	SMP1	0.092548672	-0.113198449			-0.409695649	0.119954734	-0.206275444
A_23_P62634	1	25442216	25442336	RHCE	0.162622007	-0.275420187	0.277320365	0.283075366	-0.04694115	0.504906695	0.189198857
A_23_P103601	1	25794920	25795040	MAN1C1	0.24283778	-0.149981875	0.060964743	-0.263645433	-0.343288665	-0.043019262	0.08996132
A_23_P535	1	25796342	25796462		0.077402058	-0.24526944		-0.354263868	-0.643987159	-0.035829051	0.033532565
A_23_P370625	1	25828627	25828747	SEPN1	0.013604068	0.128588424	0.344117322	0.054801621	-0.153973147	0.21611016	0.074663663
A_23_P97195	1	25842850	25842970	LOC56181	0.030374944	0.028392729	0.319956884	-0.239183724	-0.378138746	-0.112907003	0.274054509
A_23_P160537	1	25844641	25844761	MGC2603	0.059170184	-0.327776497		-0.296288599	-0.565456481	0.117387487	-0.23501458
A_23_P410159	1	25873812	25873932	MPRA	-0.024692668	0.057797865	0.249870568	-0.014532145	-0.131841814	0.094280351	-0.000459119
A_23_P359154	1	25894758	25894878	FLJ32206	0.180001188	0.079573063	-0.093610366			-0.23599512	0.132349099
A_23_P74398	1	25906430	25906550		0.229385696	-0.18325709		-0.194787797	-0.302132904	-0.00906873	-0.004094546
A_23_P200866	1	25911174	25911294	STMN1	-0.324748925	-0.301831712	-0.095613051	-0.22957695	-0.569063815	-0.028259128	-0.124069889
A_23_P137765	1	25972359	25972479	PAFAH2	0.252822275	0.260639049	0.074595513	0.272141976	0.079744265	0.282529405	
A_23_P62999	1	26046827	26046947	EXTL1	0.320565357	-0.056089105	0.416184026	-0.043135067	-0.117031489	0.039847024	0.108446394
A_23_P319083	1	26052271	26052391	SLC30A2	-0.101531511		-0.211077009			0.143725075	0.114487447
A_23_P200852	1	26054944	26055064	SLC30A2	-0.106565597	-0.324540244	-0.210114546		-0.293105299	-0.094093742	-0.166166602
A_23_P114983	1	26061923	26062043	RNF28	0.193864395	-0.080854118		-0.247387547	-0.200272876	-0.070131932	-0.047691018
A_23_P51601	1	26132767	26132887	LOC149420	0.081851601	-0.279235582	-0.198684097		-0.296929057	-0.047958297	
A_23_P46131	1	26173075	26173195	FLJ14050	0.172301626	-0.143516091	-0.163678751	-0.04989405	-0.20621891	-0.030950805	0.108550204
A_23_P34741	1	26181247	26181367	ZNF593	-0.070724151		0.118242002		-0.36760174	-0.08530258	0.05842541
A_23_P23341	1	26198806	26198926	CNKSR1	0.178253139	-0.043230863	-0.28788591	0.368252636	-0.216624379	-0.04420793	-0.161158971
A_23_P200876	1	26288540	26288660	DKFZP434L0117	0.018366428	-0.186684132	-0.012763321	-0.211853138	-0.227148951	0.021695445	0.131285963
A_23_P126388	1	26291889	26292009	SH3BGRL3	0.028360037	-0.042379083	-0.403957193	0.145070301	0.040821548	0.07139575	-0.432497553
A_23_P85800	1	26330966	26331086	CDW52	0.090870146	-0.097459834	-0.063955003	0.056277127	-0.087862971	-0.044437552	-0.098549668
A_23_P360324	1	26332459	26332579	AIM1L	0.310551611	-0.038573253			-0.257672591	0.102563176	0.009401079
A_23_P115000	1	26356932	26357052	AIM1L	0.273795624	-0.015596601		0.006410448	-0.223442439	0.049614252	-0.076263323
A_23_P318380	1	26372206	26372326		0.017205188	-0.023522843		0.061233874		-0.016717593	0.066334882
A_23_P201764	1	26481066	26481186	DHDDS	0.150251273	-0.063380373	-0.196229131		-0.229989766	0.044419052	-0.139949776
A_23_P52086	1	26584941	26585061	RPS6KA1	-0.63498355	-0.4556925	-0.482692268	-0.262286822	-0.244332429	-0.037420656	-0.042348539
A_23_P217879	1	26792449	26792569	ARID1A	0.10603632	-0.268948933	-0.126628657		-0.167131866	0.119050257	-0.043873132
A_23_P46375	1	26808790	26808910	FLJ20477	0.211176013	0.078457956	-0.230532315	0.052817725	-0.109938502	-0.018709603	-0.158678514
A_23_P51851	1	26865262	26865382	ZDHHC18	0.448073192	0.221992238	0.40509678	0.112469396	-0.217447219	0.289427445	0.13563662
A_23_P63248	1	26874845	26874965	SFN	-0.061675606	0.051166615	-0.007236871	0.014293404	-0.122854484	0.030779408	-0.019992372
A_23_P138025	1	26890044	26890164	FLJ10349	-0.118778957	-0.133506701		-0.205245335	-0.51511924	-0.396411501	-0.025824333
A_23_P149419	1	26901451	26901571	FLJ12455	-0.001407743	0.022168988	0.194325374	0.032149888	-1.09E-05	-0.004822447	-0.100831952
A_23_P160800	1	26922264	26922384	NR0B2	0.110800276	-0.426207443		-0.463728901	-0.606759174	0.031275825	-0.272155326
A_23_P800	1	26960149	26960269	FLJ34633	0.182720964	0.216389028	0.48670719	0.262359057	-0.084210135	0.329527501	0.275782233
A_23_P393051	1	26960203	26960323	FLJ34633	0.283708262	0.024795067	0.301678427	-0.062138389	-0.203183676	-0.013289372	-0.045626994
A_23_P12196	1	27016014	27016134	FAM46B	-0.022292808	-0.049361831	-0.092505987	0.009256789	-0.109624508	-0.084188804	0.014082428
A_23_P86054	1	27317396	27317516	WDTC1	0.129294372	-0.161265379	0.634277885	-0.013696923	-0.199442354	0.158416988	0.18478838
A_23_P97442	1	27346669	27346789	DKFZP564D0478	0.008200304	0.311352049	0.792832379	0.251046374	0.224267493	0.323725621	0.155855781
A_23_P115246	1	27379907	27380027	FCN3	-0.016855947	-0.32040892	-0.305261003	-0.134162568	0.094718533	0.131983694	0.020040952
A_23_P348808	1	27404972	27405092	GPR3	0.073893438	0.107302466	0.56354903	0.121303296	-0.204677449	0.239723185	0.09240833
A_23_P35000	1	27405460	27405580	GPR3	-0.018828731	-0.06843101	0.104295523	-0.129730832	-0.403966159	0.001550919	0.106533
A_23_P115331	1	27545323	27545443	BAC86163	0.205037407	0.082053157	0.116214324	0.07156759		0.124426636	0.027964301
A_23_P103932	1	27622919	27623039	FGR	0.251330442	0.063378793	0.703139492	-0.090766657	-0.030748718	0.083392662	0.16300038
A_23_P201459	1	27676918	27677038	G1P3	-0.301996199	0.036463172	0.372509564	0.043018554	0.367767437	0.255354825	0.031670555
A_23_P321473	1	27771932	27772052	MGC34648	0.248004627	-0.163797158	0.148876527	-0.069151194	-0.498627969	0.093350756	0.064994491
A_23_P23673	1	27833140	27833260	STX12	0.325344674	-0.082873026	0.04898911	-0.091607322	-0.370256059	0.084143089	-0.102497515
A_23_P385206	1	27834717	27834837	STX12	0.104930443	0.011517122	0.038568394	-0.016587955	-0.064497071	-0.067217055	-0.150584093
A_23_P12272	1	27862010	27862130	PPP1R8	0.360414733	0.074884187	0.209732045	0.159968356	-0.152998092	0.14332961	0.369844788
A_23_P873	1	27897108	27897228	C1orf38	0.074592396	-0.121121711			-0.361816452	-0.020303109	-0.150975882
A_23_P86133	1	27902386	27902506	RPA2	0.270432599	0.017467542	0.244865823	-0.11703011	-0.261270086	0.210092664	-0.02857912
A_23_P160881	1	27966539	27966659	SMPDL3B	0.0685546	-0.096574277		-0.118559207		0.003310976	-0.086241428
A_23_P51926	1	28160235	28160355	PTAFR	0.070372342	-0.203359842		-0.176263446	-0.196075764	-0.060629228	-0.146371885
A_23_P46456	1	28211033	28211153		0.125230374	0.172284291	0.315921383	0.072098529	-0.00765667	0.087973144	0.003308932
A_23_P37137	1	28211476	28211596	DNAJC8	0.106322672	0.063076825	-0.095427199	0.049615371	0.028548695	-0.110093357	0.094701562
A_23_P126716	1	28248580	28248700	ATPIF1	0.315085842	0.128527255	-0.081725741	0.263290631	-0.002102262	-0.059165392	0.210807211
A_23_P35075	1	28292913	28293033	SESN2	0.127167036	-0.057659996	-0.583532544	-0.014999844	-0.025841488	-0.082114205	-0.069366417
A_23_P138105	1	28345970	28346090	FLJ20045	0.135090836	-0.038539808		0.061056545	-0.028580555	0.003401882	-0.103861762
A_23_P73326	1	28644007	28644127	PHACTR4	0.142748687	-0.418183437					
A_23_P44118	1	28644195	28644315	PHACTR4	-0.028300393					-0.255947458	0.127594135
A_23_P46306	1	28685910	28686030	CHC1	0.298187067	-0.077625046	-0.08630176	-0.038303709	-0.362418693	0.0738122	-0.134430918
A_23_P51777	1	28724706	28724826	SECP43	0.028279736	-0.100773313	-0.009947858	-0.277337367	-0.29223211	-0.013707915	-0.050409872
A_23_P63178	1	28750285	28750405	TAF12	-0.057583501	-0.147555718	-0.24510812	-0.125051387	-0.427875957	0.137577793	-0.064428972
A_23_P137586	1	28861726	28861846	GMEB1	-0.112915733	-0.274708674	-0.297327789	-0.312014634	-0.796015306	0.24888263	-0.297685529
A_23_P11752	1	29006279	29006399	OPRD1	0.149603304	0.012229508		-0.117460867	-0.219133344	0.014212751	-0.158676563
A_23_P160359	1	29182891	29183011	EPB41	0.369782286	-0.078225053	-0.072800218	-0.05495379	-0.394564271	0.090547193	-0.070424637
A_23_P126197	1	29295054	29295174	SFRS4	0.053999954	0.082151031	0.456834648		-0.271553545	0.275982836	-0.038991523
A_23_P149064	1	29472295	29472415	PTPRU	-0.151645958			0.140883196	-0.142755595	0.297510885	-0.040010955
A_23_P97677	1	30857952	30858072	MATN1	-0.015769778	-0.018116015	-0.009159826	0.085110087	0.002322897	0.079098332	0.06057276
A_23_P86283	1	30874875	30874995	LAPTM5	-0.067141192	-0.598524021	-0.248063901	-0.667952249	-1.159027798	-0.109073378	-0.161927665
A_23_P74878	1	31011365	31011485	SDC3_HUMAN	-0.036711088						-0.042828641
A_23_P63484	1	31041520	31041640	Q96PR8	-0.014470285	-0.041447467	-0.499172305	0.117134132	-0.042670994	0.042468007	0.186661405
A_23_P10815	1	31073626	31073746	PUM1	0.066871441		0.171127591	-0.200176139	-0.675432085	-0.016226819	-0.064579083
A_23_P62779	1	31130948	31131068	PUM1	0.304512027	0.024505585	0.587128485	-0.068493806	-0.442917682	0.288166773	0.224637909
A_23_P51376	1	31321658	31321778	FLJ12650	0.37618632	-0.109388138	-0.181570459	-0.053253128	-0.466519478	-0.066856227	
A_23_P45913	1	31431181	31431301	HPRP8BP	0.267076341	0.401123847	0.508425638	0.180187765	0.182172659	0.251138426	0.044087913
A_23_P34518	1	31507652	31507772	FABP3	-0.029993889	0.167693892			0.127279074	-0.084575987	0.000510442
A_23_P125011	1	31571531	31571651	TDE2L	-0.099122671	-0.149466406		0.130213588	-0.1235167	-0.141887515	-0.096503543
A_23_P74178	1	31761686	31761806	HCRTR1	0.029831033	0.111380066	0.604431043	0.073122765	0.051692876	0.183210286	0.135726743
A_23_P160318	1	31787207	31787327	COL16A1	0.074069905	-0.102632403		-0.151376551	-0.317919486	0.181750376	0.027448022
A_23_P149019	1	31861963	31862083	BAI2	0.070392524	-0.299742087		-0.151681189		-0.022549942	-0.107247858
A_23_P431390	1	31925108	31925228	SPOCD1		0.060213487	0.218314768	-0.01778966	-0.095672902	0.210947908	
A_23_P200386	1	32178168	32178288	KHDRBS1	0.222537966	-0.025618914		-0.066318813	-0.350055238	0.060219734	-0.100635475
A_23_P34496	1	32237186	32237306	FLJ10315	0.170841264	-0.14555926	0.188685211	-0.295214789	-0.537888496	0.020859339	0.130480393
A_23_P45889	1	32295279	32295399	KPNA6	0.302665674	-0.245123484	0.047176719	-0.289915287	-0.464302531	0.170542907	
A_23_P251128	1	32305720	32305840	KPNA6		0.050188106	-0.026299333	-0.015042935	-0.296964	0.129182784	-0.060391698
A_23_P51361	1	32331277	32331397	DKFZp451J0118	0.197693677		0.899584219	-0.039281364	-0.228677319	0.172588145	0.036536311
A_23_P62764	1	32338607	32338727	MGC1203	0.215282554	-0.151742694	-0.203723604	-0.173658088	-0.27216347	-0.032095954	0.077454646
A_23_P74162	1	32342600	32342720	IQCC	0.127903729		-0.292587384	0.022799669	0.154228265	-0.190620417	-0.270569103
A_23_P200396	1	32351049	32351169	RP4-622L5	0.094894538	-0.253946933	-0.163580726	-0.416922253	-0.503180867	-0.04495153	0.065680153
A_23_P85560	1	32365781	32365901	EIF3S2	-0.011066063	0.2472028	-0.422098728		-0.595941691	0.140609549	0.01488261
A_23_P393794	1	32369644	32369764	LOC339483	-0.019548629	-0.063334795	-0.051506723	-0.046498662	-0.08467511	-0.016853905	-0.138908486
A_23_P96950	1	32383422	32383542	MGC10820	0.195203392	-0.220420807	-0.279954668	-0.120528849	-0.217950184	-0.055715104	0.152690201
A_23_P103361	1	32420464	32420584	LCK	0.044861679	-0.100106455		0.111510278		0.19741553	0.079664605
A_23_P114656	1	32468069	32468189	HDAC1	-0.062041666	-0.028787371	-0.106014922	0.000900346	-0.036730975	0.161309227	0.055306832
A_23_P304	1	32468668	32468788	MLP	-0.034110155	0.091846598		0.126365528	-0.031994411	0.002634933	-0.13497161
A_23_P399681	1	32498328	32498448	STK22C	0.040347873	-0.201378487		-0.347439878	-0.3556765	-0.364355496	-0.255048683
A_23_P126149	1	32498881	32499001	STK22C	0.002420138	-0.152585523	-0.41906476	-0.124903404	-0.306981701	-0.048151398	-0.079010117
A_23_P11705	1	32499943	32500063	FLJ10276	0.043685721	0.027429082	-0.036820005	-0.114577134	-0.19174836	-0.010289293	-0.070029814
A_23_P352365	1	32735224	32735344	Q8IWR9	0.240908619	0.028313784	-0.492659531	-0.004148433	-0.306919654	-0.036120237	-0.161713934
A_23_P96965	1	32815334	32815454	SYNCOILIN	0.018919518	0.378332912		-0.107604661	-0.790319535	0.004301616	-0.002655544
A_23_P45902	1	32815473	32815593	SYNCOILIN	0.339146462	-0.189561883	0.194072397	-0.189986875	-0.311199391	0.033965112	-0.388628052
A_23_P85570	1	32910483	32910603	YARS	0.11221107	0.059031312	0.196814564	0.031175981	-0.108383804	0.094291682	-0.097270713
A_23_P200420	1	32987571	32987691	FLJ12903	0.201978108	0.05200601	0.209738125	0.069794572	-0.180924549	0.182194577	-0.077889808
A_23_P338952	1	32993247	32993367	FLJ12903	0.136062095	-0.131336156	-0.337374159	-0.20752883	-0.299887661	0.052826353	-0.050547429
A_23_P420326	1	32997359	32997479	FNDC5	0.308948932	-0.198834471	-0.364510925	-0.172485047	-0.359636041	0.017216769	-0.165937919
A_23_P62768	1	33029337	33029457	BCLP	-0.136872441	0.125970418	0.516301594	0.019980607	0.070339588	0.140337129	0.043197174
A_23_P321384	1	33071399	33071519	IBRDC3	-0.158920874	-0.155983869	-0.306518386		-0.302468483	0.245296137	0.052275122
A_23_P200404	1	33147780	33147900	AK2	0.076164893	-0.071247164		-0.149866194		0.191165006	0.065008775
A_23_P103371	1	33232724	33232844	ODC-p		0.223917495	0.274158896	0.17882942	-0.061205912	-0.063633451	-0.01386538
A_23_P23110	1	33236921	33237041	ODC-p	0.275717853	0.063060862	0.638075493	-0.133536674	-0.352709434	0.430666364	0.083510671
A_23_P112602	1	33280067	33280187	FLJ10759	0.137265343	0.247799075	0.271988605	0.135137325	0.062065023	-0.025907819	-0.141538833
A_23_P137543	1	33435017	33435137	FLJ25476	0.200194292	0.090441336				0.224686974	-0.008491018
A_23_P423866	1	33458628	33458748	PHC2	0.128335265	-0.106481502	-0.036843433	-0.150635787	0.014633068	0.054180768	-0.142831076
A_23_P34510	1	33463527	33463647	PHC2	-0.047890692	-0.195629906	0.207609539	-0.000284355	-0.447358371	-0.118237566	-0.058368707
A_23_P23102	1	33630195	33630315	ZNF31		0.189769836	-0.303461183		0.065816682		-0.174288081
A_23_P200374	1	33702314	33702434	CSMD2	0.070833467	0.007672639	-0.007883628	0.057995783	-0.266972981	-0.085461677	0.031016536
A_23_P158837	1	33956454	33956574	CSMD2	0.164976737	-0.279648303	-0.021519154	-0.438862886	-0.560436778	-0.075505535	-0.005661727
A_23_P11697	1	33998997	33999117	CSMD2	0.109132652	-0.319180756	-0.564886511	-0.440555834	-0.60063659	-0.132173483	-0.174044051
A_23_P35293	1	34892341	34892461	GJB5	0.267503497	0.107726684	0.077117118	-0.344365254	-0.540808808	0.224730972	0.158500453
A_23_P23887	1	34896311	34896431	GJB4	0.147666586	-0.145363088		-0.331158789			0.016212757
A_23_P201854	1	34921261	34921381	GJB3	0.007052492	0.146322814	0.068719787	-0.05129317	0.068782141	0.305838987	-0.128069446
A_23_P1083	1	34930127	34930247	GJA4	-0.022374103	-0.025349943		0.013055538	-0.123589961	-0.158388563	-0.347154625
A_23_P314666	1	34989841	34989961	LOC113444	0.172071132		0.518667572	0.016479139	-0.296223944	0.078464798	-0.075622004
A_23_P149707	1	35000225	35000345	DLP3_HUMAN	0.175631917	-0.033934041	-0.139266358	-0.01366468	-0.131133974	-0.0696202	-0.113663675
A_23_P201841	1	35141663	35141783	ZNF258	0.503656079	-0.184531325	-0.082745898	-0.174886957	-0.391106667	-0.030939082	-0.097206292
A_23_P161091	1	35250067	35250187	ZMYM1	0.248983136	-0.047319013	0.248083673	-0.044510333	-0.37346669	0.172284346	0.166594989
A_23_P126925	1	35318372	35318492	SFPQ	0.044436922	-0.057380521	0.08137252	-0.080379414	-0.103092844	-0.043434712	
A_23_P86339	1	35503905	35504025	ZNF262	0.216151023	-0.3702062	-0.353596137	-0.389065791	-0.570635445		-0.101209432
A_23_P115534	1	35569303	35569423	PKD1-like	0.035568926	-0.465013094	-0.369852754	-0.600574235	-0.611277209	-0.028648669	0.049296421
A_23_P97730	1	35701190	35701310	NCDN	-0.051605577	-0.131450706	-0.00237837	0.032182206	-0.305449586	0.057819577	0.010184121
A_23_P170058	1	35765920	35766040	PSMB2	0.025624047	-0.171284841		-0.07744622		0.131839481	-0.03185446
A_23_P321370	1	35848528	35848648	FLJ38984	0.272978097	0.067602263	-0.153685929	0.208799984	-0.053902469	0.044955237	-0.13992699
A_23_P126207	1	35871571	35871691	CLSPN	0.357353306		0.198888966		-0.517964506	0.075748929	-0.186207156
A_23_P23171	1	35989452	35989572	EIF2C4	0.272848441	-0.151651793	0.280212804	-0.214828684	-0.470808818	0.226338005	0.0185826
A_23_P11764	1	36058726	36058846	EIF2C1	0.379804922	0.305317409		0.141364979		0.238015977	0.125856193
A_23_P97021	1	36190584	36190704	EIF2C3	0.111532743	0.235713289	0.152887688	0.327441082	0.193911752	0.051881783	-0.228071144
A_23_P45955	1	36222756	36222876	TEKT2	-0.63353608	0.099658165	0.082651646	-0.221363937	-0.365609831	-0.042989191	0.077430214
A_23_P34568	1	36227842	36227962	ADPRHL2	0.416562913	-0.095766526	-0.077552475	-0.134860648	-0.175898239	-0.044634007	0.038243214
A_23_P137597	1	36232209	36232329	COL8A2	0.239028743	-0.244375069	-0.013682455	-0.178694139	-0.491340238	0.049056305	-0.293819557
A_23_P200535	1	36272436	36272556	TRAPPC3	0.170193492	-0.141347212	-0.005491821		-0.255424127	-0.087668175	-0.219045779
A_23_P149075	1	36314981	36315101	FLJ10350	0.07008675	-0.079325193	-0.293559116	-0.103054561	-0.178942323	-0.0966177	-0.1991795
A_23_P160367	1	36438999	36439119	THRAP3	0.428723035	0.203993562		0.275173889	0.030696422	0.1695213	-0.143931105
A_23_P363	1	36455295	36455415	FLJ22938	0.26032767	-0.029104627	-0.174404157	0.027858611	-0.016263167	-0.072185374	0.063508979
A_23_P62830	1	36456828	36456948	FLJ22938	0.188136676		-0.169386355	0.018075303	-0.201578015	-0.028588821	0.042331294
A_23_P307536	1	36459390	36459510	FLJ22938	-0.11031442	-0.006517694	0.016652081	0.086884872	-0.019536553	0.021535484	-0.282055675
A_23_P74229	1	36474346	36474466	MGC4796	0.004451975	-0.267942626	-0.276565095	-0.211834372	-0.551669022	-0.014911299	-0.178587444
A_23_P85630	1	36528125	36528245	LSM10	-0.077637722	-0.060918728	0.01419774	0.126873617	0.101550872	-0.123906856	-0.064099592
A_23_P103433	1	36552647	36552767	NOR1	0.05713766	-0.074186152	0.010138869	-0.14168706	-0.181833389	0.081731241	0.00677774
A_23_P114822	1	36590410	36590530	MRPS15	-0.001609197	-0.023630086	-0.346040641	-0.235311652	-0.214166084	0.004673818	-0.134946555
A_23_P126215	1	36600925	36601045	CSF3R	0.19817693	0.082360652	0.208834869	0.112543351		0.007176323	0.015121503
A_23_P149084	1	36939805	36939925	GRIK3	-0.007851911	0.016201301	0.129342671	0.008412638	-0.242398795	0.001476458	0.033098738
A_23_P326160	1	37618943	37619063	FLJ23231	-0.0816079		0.016380425	-0.144896098	-0.254149927	0.039522154	0.044506857
A_23_P103442	1	37628083	37628203	FLJ11730	0.178778701	-0.200900115		-0.162335949		0.235633866	0.001282102
A_23_P23173	1	37672339	37672459	SNIP1		0.129775046	12.3425947		-0.272530652	0.173129464	
A_23_P160377	1	37699698	37699818	DNALI1	0.295397851	0.089317202	0.267637888	0.213501473	-0.486883033	0.132165507	-0.240649551
A_23_P22013	1	37746086	37746206	R-spondin	0.230541242	-0.242445465	0.065976093	-0.087926518	-0.316253376		0.093616595
A_23_P45970	1	37816999	37817119	FLJ20508	0.281831865	-0.239210849	-0.429362225	-0.286994397	-0.28797651	-0.123122565	-0.153352473
A_23_P375	1	37844181	37844301	CDCA8	-0.006340285	-0.050799525	0.186617241		-0.350854167	0.159202685	-0.098329412
