Gene	YEW1_Control	YEW2_Control	YEW3_Control	YEW4_Treated	YEW5_Treated	YEW6_Treated
FTH1P14	774	704	636	770	658	689
MIR4448	0	0	0	0	0	0
PTP4A1P5	4	7	2	8	0	7
AC067805.1	0	0	0	0	0	0
AC022819.3	0	0	0	0	0	0
CBWD1	0	5	1	7	4	0
TRIM10	5242	5287	4777	6068	5694	5661
METTL4	0	1	0	0	0	0
MIR4637	0	9	8	14	12	11
PGAM5	9174	7358	6951	16562	13600	12765
RP1-127L4.7	0	1	2	0	0	0
AGGF1P1	0	0	0	0	0	0
CTB-25B13.13	0	0	0	1	0	0
RP11-1136J12.1	0	0	0	0	0	0
MIR548AK	0	0	0	0	0	0
ANKRD52	0	0	0	0	0	0
AC016723.4	0	0	0	0	0	0
ZNF705C	0	0	0	0	0	0
PPIAP31	0	0	0	0	0	0
LHFPL3-AS1	4	0	2	0	0	0
EEF1A1P5	465	440	385	394	417	380
OLFM1	14439	15028	13536	17301	17043	16650
ARHGEF5	0	3	4	2	10	6
CYTH3	4	1	1	6	10	0
RP11-497E19.1	5	6	1	0	8	5
RP11-404K5.1	2	6	2	1	17	7
CLEC1B	0	0	0	0	0	0
TRIM22	3	10	2	3	2	2
RNU6-460P	2742	2448	2102	3006	2630	2654
CTC-510F12.2	4	6	12	9	8	0
LINC00492	0	5	0	2	2	0
RP11-756G12.1	0	0	0	0	0	0
SCARB1	0	0	0	0	0	0
RP11-365F18.5	0	0	0	0	0	0
AC093850.1	5297	4651	4069	4762	4152	4160
RP11-761N21.2	0	0	0	0	0	0
BLOC1S5	0	0	0	0	0	0
IER2	0	1	0	0	0	6
RP11-456A14.1	0	0	0	0	0	0
RN7SL191P	102	90	117	138	142	95
RP11-90P5.7	0	0	0	0	0	0
TTC32	0	0	0	0	1	0
LGALSL	10544	9981	9111	10404	9395	9721
RP1-13P20.6	2	0	0	0	4	0
FAM127A	0	0	0	0	0	0
CTC-229L21.1	0	0	0	0	0	0
CAPN13	9195	8504	7761	11029	9581	9116
PDCL3P1	2	0	3	6	0	4
RP11-1134I14.2	0	0	0	0	0	0
CXCL9	1	0	0	0	4	0
XRCC6P3	1437	1028	1034	1152	1074	1122
AC007773.3	0	0	0	2	0	0
KRTAP10-8	360	376	361	359	454	273
CYSTM1	23909	25414	22895	23095	21967	21538
RP11-295P22.2	1008	895	913	1149	1077	1000
RP11-167P22.5	136	121	115	144	107	142
CTC-207P7.1	0	0	4	0	1	11
TRAJ54	170	127	170	178	171	120
RP3-326I13.1	0	0	0	0	0	0
MIR548AG1	955	741	816	1107	887	897
STRAP	955	897	912	787	637	581
ABCE1	3	0	5	2	0	3
LARP1	6294	5603	5211	7329	6492	6450
NICN1-AS1	0	0	0	4	0	0
RNU6-670P	0	0	0	0	0	0
LINC00163	39994	33753	30273	39183	36891	33851
CCDC92	4	4	0	5	16	9
TTTY2	5	7	4	6	2	0
RP11-377D9.3	4205	4199	3783	4891	4635	4435
TREH	11	23	8	6	6	0
RP11-421B23.2	4771	4387	4045	4266	3968	4064
LACC1	3194	2903	2551	3716	3267	3239
AC023992.1	4486	3772	3659	3865	3574	3464
ENO4	1558	1350	1054	1689	1597	1501
UBE2E1	830	745	666	1200	1074	1002
CTD-2313J17.3	0	0	0	0	0	0
GRIK1-AS2	0	0	0	0	0	0
UBE2L5P	3	0	1	0	0	1
RP11-755F10.3	0	0	0	0	0	0
ZDHHC24	0	0	0	0	0	0
CHDH	0	0	0	0	0	0
KLHL26	502	552	564	535	571	492
BX119957.2	801	923	849	890	995	826
ZNF346	0	0	0	0	0	0
KIAA0100	0	0	0	1	0	0
RP11-284H19.1	2	8	2	11	19	18
AC016910.1	0	0	0	0	0	0
TIA1	6	10	7	6	6	4
RP11-701H24.7	118	111	90	82	83	97
MIR632	0	0	0	0	0	0
AC002366.3	0	0	0	0	0	0
RN7SL519P	0	0	0	0	0	0
RAB5B	0	0	0	0	0	0
RP11-21M24.3	0	3	8	3	6	0
PSMA6P4	1227	1107	1074	1369	1143	1245
ACTBP2	8344	8803	8290	15479	13220	14768
RP3-340B19.2	1474	1578	1436	1657	1700	1784
SGOL1-AS1	0	0	3	0	0	2
RP11-133N21.10	0	0	0	0	0	0
CEACAMP5	0	0	0	1	0	0
RP11-94H6.1	0	0	0	0	0	0
MIR3132	7188	7482	6686	7556	7638	7212
RP11-140C18.2	38719	42946	39641	57983	57215	56497
TCTN2	0	0	0	0	0	0
USP17L18	13	0	5	3	4	6
CECR5	8	3	6	10	0	14
RP11-438H8.8	0	0	0	0	0	0
ZNF800	0	0	0	0	0	0
RNA5SP299	0	0	0	0	0	0
CTB-25B13.9	0	0	0	0	0	0
RP11-446E9.2	0	0	0	0	0	0
RN7SL208P	2619	2558	2344	3327	3232	3026
FFAR2	3192	3278	2857	3838	3949	3747
RHEBP1	0	1	6	2	2	2
RP11-404P21.8	0	0	0	0	0	0
CREB5	0	0	0	0	2	0
VPS9D1	0	0	0	0	0	0
PARK2	9	2	0	2	0	0
CTC-467M3.2	6470	6478	5823	8866	8366	8073
FKBP1B	1	0	1	0	0	0
LDB1	5	0	14	14	25	11
AC092170.1	5	1	5	4	0	2
KIF3C	0	0	0	0	0	0
ADAD1P2	1441	1518	1387	1761	1662	1670
FAM200B	1002	878	793	1075	975	856
TERF2	1	1	2	3	2	3
LINC00701	23	14	19	12	8	2
AC007682.1	0	0	0	0	0	0
OPCML-IT1	4806	3854	3638	4515	3993	3761
PACSIN3	0	0	0	0	0	0
CLDN10	8	6	2	3	6	5
CRNN	1597	1578	1537	2188	2018	2144
MTND4P15	12	10	7	14	6	10
RBM44	0	0	0	0	0	0
TAB3P1	557	491	418	460	420	432
RNU1-92P	0	0	0	0	0	0
RYK	586	525	550	772	790	641
IGSF9B	38610	41119	37317	32818	32373	31593
DNAJB2	4	2	2	10	3	8
AC005740.6	0	10	0	8	3	0
RP11-398E10.1	0	0	0	0	0	0
RNU1-117P	0	0	0	0	0	0
RP11-318K15.2	485	350	353	531	463	385
RPL34P3	0	0	0	0	0	0
LA16c-358B7.3	11	2	0	4	3	4
AC100832.1	0	2	1	2	7	0
AC140481.8	29	12	5	11	20	30
TTC21B	0	0	3	0	0	0
CAMKK2	0	0	1	0	0	0
C3orf30	0	0	0	0	0	0
RP11-204C16.4	543	583	572	549	629	514
CTB-114C7.3	10	9	6	7	0	1
PALM2-AKAP2	0	0	0	3	1	3
CLSTN3	1	3	4	2	0	0
RP11-513D5.5	5	6	7	4	11	3
RNA5SP24	0	0	0	0	0	0
HSD11B2	0	0	0	0	0	0
ZNF501	2787	2637	2502	2371	2090	2072
MIR4738	7	6	3	3	0	0
LINC01151	15347	12984	11633	17780	14795	15466
RP13-212L9.1	1128	838	895	985	895	856
DCAF11	1	0	0	1	0	0
GUSBP2	15	13	6	45	37	42
RP11-323I15.5	0	0	0	0	0	3
REG3G	0	0	0	0	0	0
RP11-341G2.3	0	0	0	0	0	0
RP11-146F11.3	1	3	0	2	2	7
RP11-439C15.5	2234	2159	1827	3031	2777	2702
TOM1L1	2	7	1	4	7	0
RP11-399D6.2	7	4	14	8	2	2
PIEZO1	14904	13545	12225	10662	10532	9481
MIR571	0	0	0	0	0	0
EFCAB14P1	935	859	844	821	697	645
RP11-690I21.2	0	0	2	0	0	0
OGFR	0	0	0	0	0	0
SNORA42	0	0	0	0	0	0
TBC1D10C	0	0	0	0	0	0
GTSF1	29	69	36	62	46	60
UBE2Q2P6	6772	5856	5298	6364	5731	5410
FBXO33	0	0	0	1	3	1
RP11-672L10.1	1025	1006	805	1148	1037	1134
SRCIN1	0	0	0	1	3	0
RP11-88H12.2	2017	1858	1624	2366	1901	2016
CTD-2324A24.2	21	9	18	11	9	7
IGHV1OR16-1	0	0	0	0	0	0
SIK2	2072	1920	1911	2523	2172	2114
RP11-468H14.1	637	698	654	726	569	653
GAPDHP40	11729	10746	9593	11179	9927	9942
ZNRF4	1	0	4	4	0	4
AC069155.1	0	0	4	0	0	0
SIVA1	1	3	4	2	3	1
RP11-180C16.1	0	0	0	0	0	1
RP11-757G1.6	0	2	0	1	0	1
MIR4757	895	810	808	1749	1596	1600
RP11-673C5.2	8	2	3	10	4	0
MYO5BP2	3044	2511	2281	3997	3361	3427
RP11-435B5.5	0	0	0	0	0	0
PIWIL1	5	8	13	4	6	9
KRT18P29	102	70	75	70	68	52
CDC37L1	0	0	0	0	0	0
SLC8A1	0	0	0	0	0	0
OFD1P1Y	3567	2760	2731	3845	3158	3390
RP11-638L3.2	3	1	2	2	0	0
CTD-3064H18.2	2173	1626	1554	2062	1845	1767
RP11-693I21.1	13	3	9	1	0	0
GRAMD1C	56	38	58	32	52	48
AL590822.1	50	52	68	27	45	53
KPNA5	1826	1605	1444	1817	1582	1683
RP11-216L13.17	9	5	1	3	2	0
RP11-112J1.2	0	0	0	0	0	1
DOCK6	0	0	0	1	0	1
FP885535.1	127	143	123	155	186	130
AC061975.5	10324	8810	8168	10315	9322	8702
CSNK2A1	0	0	0	0	1	0
RP11-473O4.1	1	2	0	0	0	0
ADAM1B	2560	2301	2112	2836	2428	2465
PCYOX1L	2	0	1	0	0	7
RP11-18F14.1	55	45	44	58	24	23
RNU6-665P	0	0	0	0	1	0
PANX3	735	631	485	1072	662	695
NPIPB1P	7	4	8	0	12	6
AP000679.2	0	0	0	0	0	0
CAPN3	0	0	0	0	0	0
AL391538.1	0	0	0	0	0	0
AP000253.1	589	568	490	645	599	687
CTAGE13P	6	9	7	1	3	1
MIR598	0	0	0	1	0	0
AC010970.1	2237	2341	2182	3612	3479	3440
RP11-319G9.5	8	0	6	0	5	3
RP11-483E23.5	5	12	5	9	3	8
MAGIX	0	0	0	0	0	0
MMP2	3883	3756	3395	3792	3614	3581
DUS3L	1	2	2	6	8	0
SALL3	0	0	0	0	0	0
RNU6-284P	17	9	6	12	29	12
RP11-100M12.3	4564	4604	4181	4261	4031	3886
PSME2	5	8	4	9	9	13
AC061975.4	0	0	0	0	0	0
AC007405.4	1323	1213	991	1470	1170	1422
RNU1-106P	2327	2376	2146	2589	2448	2299
RP11-556G22.3	0	0	0	0	5	3
FECHP1	8	14	12	2	10	9
OR4F14P	15	41	29	22	18	34
KLHL2P1	0	0	0	0	0	0
IFT20	0	2	0	1	2	1
RP11-288L9.4	0	0	0	0	0	0
KRT121P	0	0	0	0	0	0
RP11-557C18.4	11	2	8	8	13	3
RP11-164J13.1	6499	6429	5990	6374	6212	6002
AC018359.3	16	9	15	3	4	7
AC120045.2	0	0	0	0	0	0
CR759848.2	4991	4467	4124	5429	5235	5248
IP6K1	31	40	33	50	51	46
MYO1H	1	1	4	5	0	2
RPS23P4	1681	1373	991	1582	1426	1266
RPL12P1	954	888	798	1116	938	929
AC102953.4	4826	4758	4150	5054	4573	4663
HIST4H4	1	5	4	0	1	0
RPL6P29	0	0	0	0	5	0
RP11-47A8.5	5484	5360	4645	4434	3974	4094
SMIM3	6894	7026	6471	5602	5674	5049
MYH15	124	165	149	97	117	81
MIR3686	9	5	14	2	4	7
RP11-203P23.2	1136	947	1039	1099	1060	1081
ABHD17AP6	2507	2268	2068	2229	2122	1988
BHMT2	50	33	29	34	36	31
USP17L24	1026	992	803	975	966	1029
RNU4-69P	11	17	13	12	6	1
RP11-16B9.1	5	18	8	7	15	18
ZCCHC13	0	3	0	2	0	2
TRAC	1376	1407	1252	1328	1223	1281
EFNA3	10	9	2	8	10	10
COX11	6013	5862	5390	6499	6133	6067
CTD-2134P3.2	0	0	0	0	0	0
CALCR	0	0	0	0	0	0
LMO2	0	0	0	1	0	2
GALNT14	1522	1211	1137	1479	1390	1350
NLRC5	2	1	2	13	2	1
RNA5SP480	465	361	406	299	278	263
AC005197.2	0	0	3	1	0	0
AC106869.2	6028	5777	5232	5729	5223	5211
OR52N4	3	3	3	1	5	7
RP1-104O17.3	1095	832	847	850	874	818
RN7SL71P	6	5	3	0	2	0
CTD-2659N19.10	83	94	59	133	131	101
AC138688.6	0	0	0	0	0	0
AL445256.1	0	0	0	0	0	0
RP11-2E11.8	0	0	0	0	0	0
AL136380.1	0	0	0	0	0	0
RP11-678B3.3	0	0	0	0	0	0
ATG2A	0	0	0	1	0	5
ILF2	0	0	0	0	0	0
NMUR2	0	0	0	0	0	0
RP11-613D13.8	0	0	0	0	0	0
OR10D3	0	0	0	0	0	0
RP4-559A3.7	0	0	0	0	0	0
RP11-820I16.1	0	0	0	0	0	0
IQCH-AS1	0	0	0	0	0	0
RP4-534N18.2	16	3	21	5	11	8
RP11-59D5__B.3	34	26	34	60	39	42
CR762481.3	21	20	11	64	57	62
DPPA5	0	0	0	0	0	0
MUC17	0	5	0	0	0	0
TBC1D4	11	14	20	25	16	17
RELL1	0	0	0	0	0	0
SNORD115-14	0	0	0	0	0	0
RPL7L1P13	5328	4230	3863	6106	5471	5106
RP11-715G18.3	8101	7588	6622	9189	8211	8266
AC005008.2	0	0	0	0	0	0
RP11-60I3.5	0	0	0	0	0	0
RN7SL685P	2	0	3	1	0	0
KLHDC8A	0	0	0	0	0	3
PPIH	0	0	1	0	0	0
SLC4A7	1	0	0	1	0	0
AC006116.22	1	0	1	3	1	1
C8orf82	1	4	6	3	2	8
RP11-484D2.4	3340	3291	2998	2976	2786	2788
RP11-286E11.2	17	23	12	11	21	15
RP11-347C12.2	2073	1948	1620	2279	2097	2007
RAI14	0	3	0	1	0	0
MBD3L2	56	43	40	81	66	50
RN7SL694P	4019	3401	3189	4440	3782	3935
AC007682.3	2	2	4	4	3	21
AL135901.1	3	8	8	4	8	2
USH1C	0	0	0	0	0	0
PTBP2	0	0	0	0	0	0
RASSF7	1	0	0	2	0	0
OR5J1P	0	0	2	0	0	0
RNU6-751P	9	9	1	9	5	19
GRB10	0	0	3	6	0	2
RP11-271M24.2	3714	3126	2860	3714	3223	3376
FAM74A1	15	5	7	3	7	13
GYLTL1B	1	0	1	1	0	1
IGHD5-24	748	570	593	712	635	625
RP11-927P21.11	1748	1354	1279	1883	1514	1493
CLCN4	0	0	0	0	0	0
RP11-1E3.1	11	20	18	21	17	7
PAXBP1-AS1	4582	3915	3395	4613	4589	3772
RP11-158D2.2	3	0	0	0	0	0
KRTAP2-4	0	0	12	2	0	4
RNU6-972P	15461	16434	14444	16844	16273	16028
RP11-113D6.9	23	28	9	23	34	12
BX927160.1	8	0	4	2	9	4
RN7SKP234	17364	17802	16282	16065	15666	15112
RP11-571L19.8	4	11	5	0	1	0
AC114730.11	1412	1143	1040	1058	1028	929
RPL7AP33	0	0	2	0	0	0
RPL7P24	7127	6446	5892	8226	7571	7040
RNA5SP213	0	0	0	0	0	0
MESP2	6830	6275	5682	7487	6725	6454
RP11-401A10.2	254	155	145	183	213	190
CTD-2034I4.1	12	1	16	5	5	5
RPS23P6	317	210	220	264	177	193
IFIT1	23	13	12	31	11	27
VPS41	635	528	455	880	713	758
RP11-222O23.1	13838	12504	11665	13675	12646	12483
TTTY21	292	229	286	323	301	341
AC010723.1	50	42	37	51	40	44
SLC35E1	0	0	0	0	3	4
CTD-2626G11.1	6777	5940	5219	6107	5643	5295
AC090625.1	5213	4460	4260	4120	3914	3809
NUF2	0	0	3	0	0	0
RPL12P11	16	14	8	15	12	0
RNU6-1012P	183	139	164	126	156	115
AC090099.2	3319	2897	2468	4511	3868	3769
RP11-398C13.2	0	2	0	0	0	0
RBPJP2	0	0	0	0	0	0
RP11-192P3.5	0	0	0	0	0	0
AC096559.1	0	0	0	0	0	0
SOX8	0	0	0	0	0	0
AP000721.4	8	3	7	1	3	6
ABCD1P5	562	558	557	570	707	538
ANKFN1	1100	1109	1080	1327	1159	1249
ANO2	9305	8865	8159	8550	8505	8227
KCNE4	1837	1516	1281	2547	2257	2297
TAS2R9	0	0	1	0	2	0
OR7E91P	6440	5445	4868	6717	5439	5209
TRBV7-7	14177	12063	10681	12680	11452	11052
RP11-848G14.5	2284	2373	2110	2498	2226	2161
RNU6-376P	21	27	23	28	16	21
HNRNPC	1	0	1	0	2	4
WDR48	987	950	855	918	838	914
RP11-167P20.1	0	0	0	0	0	0
RP11-54O7.14	1463	1263	1181	1776	1659	1546
RP11-142L4.2	0	1	0	0	7	6
PHC1	2	5	0	3	1	0
TLE3	0	1	2	8	0	4
ATP12A	0	4	3	2	2	3
ATP6C	7790	7551	6558	7271	7476	6942
AP4M1	1127	897	761	1231	975	1072
RP11-290D2.3	1279	904	841	1267	936	963
NUTF2P2	857	744	624	784	767	690
PYDC1	5	0	1	2	5	0
RP11-514F3.5	0	0	0	0	0	0
FTLP14	0	1	0	0	0	0
RP11-218E20.3	89	59	92	119	103	74
SNORA2B	9979	8148	7526	8795	8260	7859
RP11-317O24.1	11	9	11	15	7	20
RP11-148O21.2	46	44	40	24	20	18
CTD-3247F14.2	4	1	4	0	1	3
OR5M7P	0	0	0	0	0	0
RP11-218I7.2	0	0	0	0	0	0
TLR8	339	376	346	397	356	398
CMYA5	2	1	0	1	2	6
OR2Q1P	0	0	1	0	1	0
CLP1	0	0	0	0	0	0
ACSM2A	0	0	0	0	0	0
ST13P15	0	0	0	0	0	0
NKX2-2	0	0	0	0	0	0
MIR4800	0	0	0	0	0	0
MIR518C	0	0	0	0	0	0
RP11-1396O13.22	0	0	0	0	0	0
RNU4ATAC14P	0	0	0	0	0	0
DKFZP434A062	2213	2009	1886	2416	2174	2102
RP11-299D14.2	2	0	0	2	0	1
SNORD35A	0	0	0	0	0	0
RP11-271F18.1	0	0	0	0	0	0
AC018607.1	0	0	0	0	0	0
NAV2-AS1	2	3	4	5	4	9
RP11-522B15.1	0	0	0	0	0	0
WDR7	56	58	44	95	93	61
RP11-51F16.5	0	1	0	0	0	3
HCG4P8	4	3	9	2	12	5
RP11-544D21.2	124	111	66	127	132	110
CCNL2	0	0	0	0	0	0
CTB-43E15.4	0	1	3	2	0	1
RP3-511B24.6	667	829	767	1024	1334	993
RP11-182N22.8	0	0	0	0	0	0
GTF3C4	1257	1639	1273	1384	1428	1349
CTB-47B11.3	6	2	3	3	1	1
AC010886.2	34732	34753	31728	33640	32562	31107
NYAP1	0	0	0	0	0	0
TMEM81	5664	5641	5085	6655	6229	5959
F2	1	0	0	0	1	0
OR1A1	0	1	2	0	0	3
HNRNPA1P30	28	20	17	26	19	18
AC026512.1	0	0	0	7	0	4
LINC00310	0	0	0	0	0	0
TMEM86A	4529	4013	3446	6176	5214	4900
PPIAP17	0	0	0	0	0	0
TPTE2P5	3012	2548	2226	3679	3164	3036
AC092364.3	8	4	4	17	8	13
RP11-475J5.6	24	17	20	35	52	27
RP11-13N12.2	8500	8191	7653	9147	8746	8658
AC244230.1	0	0	0	0	1	0
RN7SL465P	2355	2226	2022	2587	2065	2341
CTD-2050I18.1	4188	4091	3561	3088	3005	2837
CTC-523E23.4	1	2	5	4	6	1
AC010761.6	10503	9420	9035	5750	6331	5276
AC096669.3	2970	2877	2623	3171	2945	2673
C6orf57	0	0	0	0	0	0
AL109922.2	10	20	7	7	26	15
RP11-325B23.2	1685	1630	1476	1971	1944	1767
RP11-690J15.1	0	1	0	2	11	2
AC079325.6	1	0	0	0	0	0
RP11-126D17.1	3	0	0	4	1	9
RP11-532F12.5	2499	2178	2126	2709	2313	2199
LINC-ROR	189	155	131	245	222	153
RN7SKP210	4047	3783	3446	4691	4076	4386
PCYT2	15330	13646	12853	17050	14110	14403
RP11-90D11.1	0	0	0	0	0	1
RN7SL43P	15395	14328	13423	15357	13632	13225
SNORD12C	0	0	0	0	0	0
PRR20FP	191	163	116	219	232	178
PLCH1-AS2	721	571	579	778	706	763
ATG9B	132	101	106	141	140	90
AL157359.4	2489	1962	1626	2375	2194	2167
SNORD115-16	1419	1329	1245	1676	1362	1349
RNU7-66P	0	0	0	0	0	0
IGHVII-22-1	211	179	163	301	306	271
RNU6-634P	0	2	1	2	7	3
RP11-676J12.6	3120	2811	2582	2965	2795	2809
SIDT1-AS1	0	0	1	0	2	1
AL590683.2	0	0	0	0	0	0
MSH2	0	0	0	0	0	0
RP11-592B15.6	0	0	1	0	0	0
MEP1A	0	0	0	0	0	0
AP000347.4	0	0	0	0	0	0
RP4-537K23.4	0	0	0	0	0	0
SPTBN5	0	0	0	0	0	0
RP1-28O17.1	0	0	0	0	0	0
RP11-465I4.3	293	169	125	231	154	170
DPPA2P3	571	435	513	591	498	566
RNF146	2898	2760	2541	2991	3132	2841
RPS4XP16	11	5	18	7	11	4
TNNT3	1198	1256	1159	1407	1363	1367
SNORD115-42	5	0	0	0	0	0
ULBP3	7	2	3	7	8	9
SNORD11	340	353	339	421	405	358
RP11-815J21.2	4680	4379	3931	4509	4410	4423
COPS7A	0	1	0	0	1	0
NDUFA6	1432	1392	1196	1470	1501	1558
DAZ2	6450	6286	5748	4697	4680	4476
EXTL2	0	2	0	0	0	0
MIR621	0	0	0	0	0	0
RP11-535A19.2	0	0	0	0	0	0
RP1-142L7.9	1363	1245	1080	1424	1133	1096
RP1-5O6.4	0	0	0	0	0	0
FAM108A8P	1549	1455	1368	1932	1845	1943
PNMA6B	2313	1785	1692	2551	2361	2250
ZNF584	1756	1532	1411	2071	1900	1687
AC135999.2	0	0	0	0	0	0
AC092669.2	0	0	1	3	0	0
RP11-372H2.1	0	0	0	0	0	0
ENDOG	1406	1188	997	1218	1080	1100
RNU6-1155P	0	0	0	0	0	0
AL021546.6	8269	8290	7594	7894	7387	7359
WI2-2221J1.1	16	15	4	7	21	18
TP63	1553	1171	1115	1449	1129	1222
RP11-738O11.13	3328	3419	3231	3366	3632	3541
RP11-583F2.5	17	16	5	11	7	0
COCH	2	1	5	2	4	0
AC015987.2	0	0	0	0	0	0
RP11-63M22.1	0	0	0	0	0	0
RP11-169K16.7	0	1	0	0	0	0
RP11-307O1.1	0	0	0	0	0	0
AC130365.1	0	0	0	0	0	0
TMEM191C	20	24	19	35	27	23
TTTY6	2889	3055	2865	4364	4073	4289
CCDC71	25	6	17	33	25	20
AC007948.1	977	1060	949	1287	1251	1388
HIST1H2BG	2	0	0	0	4	0
LTBP3	193	211	169	261	228	270
RP11-321E2.12	0	0	0	1	0	0
RP11-234B24.6	0	0	0	0	1	0
RP11-91G21.1	5212	5128	4700	7625	7380	7022
FAM133B	5532	5011	4308	5977	5635	5419
IFIH1	33158	28681	25934	39237	35052	32829
RPL7P39	0	0	0	0	7	0
PRKG2	0	0	3	0	0	0
PDE3A	3	0	1	0	0	5
TXNP5	0	0	2	0	2	0
AC226119.4	0	0	4	5	0	1
HSD17B1	2295	2088	1911	2622	2152	2313
CXorf28	11	1	2	1	0	6
NAALADL2-AS2	0	0	0	0	0	0
MIR3180-2	17	31	36	41	36	34
THAP11	7	7	0	2	8	7
AC098973.1	18990	17848	17012	19858	18430	17997
PLCB2	23	31	24	15	32	17
RP11-517O13.3	16	18	6	19	10	6
XXbac-BPG248L24.13	0	0	0	0	0	0
PTN	0	0	0	0	0	0
CTB-49A3.1	0	0	0	0	0	0
RP11-1094M14.7	0	0	0	0	0	0
RP11-433J8.1	1692	1532	1501	1705	1581	1526
RRP1	1	2	1	0	0	0
ANKRD26P3	0	0	0	0	0	0
RP11-389K14.3	19	21	28	13	16	9
STRBP	0	0	0	3	0	0
RNA5-8SP4	4	1	0	0	0	0
RPL24	0	0	0	0	0	0
AC091390.2	1370	1385	1142	1504	1522	1278
RP11-566J3.4	3	5	5	9	6	3
CTC-258N23.3	0	0	7	5	5	8
AC091633.2	518	518	559	480	551	497
RP11-268E23.2	11	25	20	2	13	10
RP11-129H15.3	31244	29046	25600	37140	33988	32538
RP11-286H14.4	5266	4685	4456	5239	5332	4817
RABL2B	0	1	3	3	1	0
TERF1	1637	1533	1409	1756	1752	1617
RP11-298J20.3	0	0	0	0	1	0
RP11-423O2.5	2	0	0	0	2	3
RP11-7I15.4	251	307	236	231	225	226
NPIPA1	5639	6857	6478	8304	8185	8109
RNVU1-10	3	8	0	3	2	10
NACAP3	23	12	21	14	25	14
RPA2P2	4	2	0	3	0	0
MIR649	1382	1332	1216	1528	1509	1409
RP11-346E8.1	0	0	0	0	0	0
AC007967.2	184	162	146	182	145	131
NCS1	98	70	97	152	95	105
OR2Z1	199	189	170	157	207	196
SLC8A1-AS1	22	39	25	26	29	8
RP11-158I13.2	400	369	317	336	272	353
AC005077.8	0	4	0	0	0	0
RNU7-76P	21	12	20	17	10	29
RPS3P6	172	252	181	206	199	185
RABEP2	0	0	0	0	0	0
GM2AP1	0	0	0	0	0	0
TMPRSS11B	45	44	34	25	14	20
CLLU1	3	4	2	2	3	0
RP11-75N4.2	94	117	109	91	81	100
AC008280.3	2418	2131	2138	2227	2097	2082
AF001550.7	0	0	0	3	0	0
RNF126	0	0	0	0	0	0
RP11-326I11.4	13	9	5	5	21	0
CRH	0	0	0	0	0	0
RNU6-567P	94	67	51	72	59	90
RNU6-28P	0	0	2	1	0	0
ZDHHC20-IT1	0	0	0	0	1	1
KBTBD2	0	0	0	0	0	0
RNU6-4P	8728	8510	7716	8479	7536	7757
RP11-269G24.2	77	58	73	67	58	68
PGDP1	2672	2638	2197	2495	2098	2182
TMEM182	0	2	0	0	1	0
RPS10P14	5	5	2	15	8	9
FAM91A1	0	2	0	0	0	0
TEX36	18	12	16	38	17	34
AP000857.2	1	2	0	0	2	0
PANK2	0	0	0	0	0	0
AGBL5-AS1	0	1	0	0	3	0
UBE2J2	628	586	465	707	709	511
AC017076.5	2	0	0	0	0	0
EPS8L2	0	2	5	3	3	6
SUMO2P12	0	0	0	0	0	0
USP17L25	0	0	0	0	0	0
IGHV3-13	0	0	0	0	0	0
ZNF843	0	0	0	0	0	0
OR7E93P	0	0	0	0	0	0
RNU6-1271P	3762	3768	3690	4112	4156	3874
RP11-314A5.3	8	1	0	12	4	7
GUCY2C	1	2	0	3	2	0
STX19	0	0	0	0	0	0
RP11-698E18.1	6	0	2	1	0	1
SNORD114-11	1176	1104	1125	1328	1107	1293
DCUN1D5	39	31	32	39	68	36
VAMP8	0	0	0	0	0	0
GPC5-IT1	7	4	6	6	3	2
SHISA9	0	0	0	0	0	0
RP11-1217F2.7	0	0	0	0	0	0
LUC7L3	1721	1623	1502	1543	1598	1436
NAIF1	22	10	14	19	12	11
MIR4327	42070	40793	36584	41588	38803	38374
RP13-726E6.3	0	0	0	2	2	0
LINC00683	5000	4380	3979	6651	5672	5979
AC006458.3	360	304	251	405	353	422
RP11-395E19.7	34	40	55	86	54	33
SMIM20	587	458	436	558	442	514
RP11-110J1.2	979	1004	835	1231	1122	1078
RP11-909M7.3	16	12	20	14	17	6
RP11-330M19.1	512	410	417	423	389	365
FAM90A27P	0	1	0	1	1	3
RP11-374P20.4	0	0	0	6	2	7
RP11-158G18.1	3	2	2	4	5	5
RP5-1049G16.4	42594	33909	30666	45434	40268	39723
RP11-131H24.4	124	94	89	161	145	116
PRDX3P1	0	0	0	4	7	0
FBXO17	0	0	0	0	0	0
AC010170.1	5	3	1	6	0	3
RN7SL682P	6686	6261	5470	6252	5759	5685
MIR1256	47	46	24	71	63	68
PIK3CA	0	0	0	0	0	0
MIR4298	3	0	0	0	0	0
VAMP1	0	0	0	0	1	0
NEUROD4	153	114	145	207	170	138
CTD-2131I18.1	1	3	0	15	0	2
SNORD116-9	23	14	8	14	7	20
RP11-381K7.1	13535	12809	12147	9591	9052	8915
RP11-57C13.6	9886	9085	8521	12099	10419	11460
GDPD2	2000	1774	1584	2341	2030	2161
RP11-73M18.8	60	43	33	64	51	88
AQP8	2251	1868	1801	2522	2049	2010
YWHAQ	10	2	6	6	5	4
RP11-1C1.4	1625	1271	1191	1444	1341	1203
RP11-496I9.1	6	2	7	8	5	23
HPSE2	17716	14275	13462	21111	18798	17573
RP1-300I2.2	3392	2879	2511	3396	3233	2925
MIR4770	79	66	57	72	115	81
TNN	1543	1388	1297	1617	1374	1231
