	TCGA-13-0758-01A-01R-0363-07	TCGA-13-0723-01A-02R-0363-07	TCGA-09-0364-01A-02R-0363-07	TCGA-13-0727-01A-01R-0363-07	TCGA-09-0365-01A-02R-0363-07	TCGA-13-0805-01A-01R-0363-07	TCGA-01-0631-11A-01R-0363-07	TCGA-13-0768-01A-01R-0363-07	TCGA-13-0800-01A-01R-0363-07	TCGA-13-0791-01A-01R-0363-07	TCGA-13-0804-01A-01R-0363-07	TCGA-13-0762-01A-01R-0363-07	TCGA-13-0803-01A-01R-0363-07	TCGA-13-0757-01A-01R-0363-07	TCGA-13-0725-01A-01R-0363-07	TCGA-13-0730-01A-01R-0363-07	TCGA-01-0637-11A-01R-0363-07	TCGA-13-0794-01A-01R-0363-07	TCGA-13-0795-01A-01R-0363-07	TCGA-13-0792-01A-01R-0363-07	TCGA-01-0636-11A-01R-0363-07	TCGA-13-0764-01A-03R-0363-07	TCGA-13-0793-01A-01R-0363-07	TCGA-09-0369-01A-01R-0363-07	TCGA-07-0249-20A-01R-0363-07	TCGA-09-0367-01A-01R-0363-07	TCGA-13-0802-01A-01R-0363-07	TCGA-13-0760-01A-01R-0363-07	TCGA-01-0633-11A-01R-0363-07	TCGA-13-0724-01A-01R-0363-07	TCGA-13-0726-01A-01R-0363-07	TCGA-13-0717-01A-01R-0363-07	TCGA-13-0801-01A-01R-0363-07	TCGA-09-0366-01A-01R-0363-07	TCGA-13-0714-01A-01R-0363-07	TCGA-13-0761-01A-01R-0363-07	TCGA-01-0638-11A-02R-0363-07	TCGA-01-0630-11A-01R-0363-07
TOB2	0.2953125	0.0938125	0.31275	0.0585	0.3530625	0.253375	0.47275	0.2751875	0.15225	-0.1465	1.1048125	1.1636875	0.6228125	-0.4155625	-0.0849375	-0.0809375	0.673	0.12375	0.1785	0.220375	1.002	0.044875	1.23725	0.1714375	-0.2975	0.2953125	-0.7	0.425625	0.6393125	0.427375	0.353125	-0.012875	0.015	0.7135	0.45025	0.1153125	0.65075	1.193
BANK1	1.3952	4.7202	0.128	2.5488	3.1576	0.7208	3.9776	4.3258	3.1752	4.261	3.9946	2.304	3.5922	0.6298	4.3488	2.8128	4.3764	4.7116	0.79	5.069	4.8838	0.0782	1.1972	0.8028	1.8722	5.3408	3.9478	0.00800000000000001	4.4986	0.1612	5.1212	0.0142	3.8054	4.3606	4.1768	4.3018	3.4366	5.6404
OR2V2	0.1004	0.3678	0.1742	0.3052	0.3324	0.1864	0.2998	0.2648	0.1926	0.0774	0.126	0.3092	0.2588	0.1648	0.1432	0.141	0.2534	0.1778	0.306	0.161	0.4026	0.2394	0.4238	0.2928	0.3542	0.2682	0.169	0.1474	0.1878	-0.0484	0.3058	0.3382	0.3734	0.1924	0.1342	0.4444	0.5886	0.296
GRM2	0.1155	0.155375	0.30475	0.3345	0.2405	0.643375	0.300625	0.163	0.3135	0.622125	0.268875	0.368375	0.66775	0.6415	0.2025	0.150125	0.3305	1.049375	0.598125	0.642	0.218	0.596625	0.64575	0.038625	0.136	0.37425	0.391125	0.464375	0.330875	0.237875	0.296375	0.422625	0.27775	0.01975	0.5265	0.500375	0.592875	0.426875
PROSC	-0.264	-1.1135	-0.3253	-0.3582	-0.0794	-0.9562	0.3371	-0.7078	0.0217	-0.8084	-0.0609	-1.5784	-0.2735	-0.6288	-1.0838	1.602	0.8314	-0.00390000000000001	-1.045	-1.4023	0.3202	-1.1009	-1.0298	0.1834	-0.5772	-0.1632	0.335	-0.0885999999999999	0.4792	-0.3586	-0.1462	-0.2959	0.5182	0.4008	-0.121	-0.5737	1.0486	-0.2038
SPIN2B	1.3062	0.793	0.3222	0.9722	0.4384	0.9098	0.1978	1.0016	0.4034	1.8344	-0.1086	0.2576	0.4994	0.4284	0.245	0.8954	-0.0816	-0.0704	0.3552	0.0554	0.6286	1.2452	0.1484	0.6352	0.3212	-0.6622	-0.138	0.6776	0.707	0.2064	0.2576	-0.174	0.7044	-0.0964	0.231	1.073	0.6666	0.6828
PIR	-0.981454545454546	-1.21863636363636	-3.10372727272727	-2.79681818181818	-2.11690909090909	-2.19936363636364	-0.897363636363636	-1.28272727272727	-2.14954545454545	-0.0415454545454545	-2.22127272727273	-2.08190909090909	-2.43909090909091	-1.94736363636364	-0.847818181818182	-0.283272727272727	-1.29309090909091	-0.601909090909091	-2.82263636363636	-0.0661818181818182	-0.715636363636364	-1.23154545454545	-1.12245454545455	-1.79081818181818	-0.163090909090909	-2.79945454545454	-3.06981818181818	-1.79963636363636	-1.18363636363636	-1.933	-0.878454545454546	-2.98218181818182	1.16072727272727	-2.45663636363636	-1.39081818181818	-1.14409090909091	-1.20290909090909	-1.06145454545455
IPO9	0.0121428571428571	-0.191714285714286	-0.161928571428571	-0.154857142857143	0.213857142857143	-0.141428571428571	-0.757857142857143	-0.248	0.186642857142857	-0.571857142857143	0.208928571428571	0.153571428571429	-0.475785714285714	-0.145428571428571	-0.174071428571429	0.370142857142857	-0.354714285714286	-0.261928571428571	-0.309428571428571	-0.641928571428571	-0.524142857142857	-0.389142857142857	-0.292642857142857	0.0953571428571428	-0.357714285714286	-0.277785714285714	0.113071428571429	0.0527142857142857	-0.74	0.0707142857142857	-0.585142857142857	0.324142857142857	-0.317714285714286	-0.394571428571429	-0.134714285714286	-0.425285714285714	-0.735214285714285	-0.691714285714286
EVC	0.076375	-0.057	-0.11125	0.440375	0.1445	-0.215875	0.220625	1.030875	1.208	-0.192375	-0.26675	-0.187125	0.4775	-0.266125	0.282875	0.615125	0.030875	-0.896375	-0.5885	-0.44875	0.777625	-0.165375	0.5405	-0.582625	1.66475	-0.537625	-0.4205	-0.531125	0.616375	0.510375	1.2325	0.863625	-0.484875	-0.137625	0.01475	-0.030625	-0.743125	0.69075
CXCL13	3.087375	4.917875	0.00525	0.50725	0.509125	2.99825	0.601125	6.016875	0.334	4.0615	1.29575	1.042125	2.193875	1.604	1.945625	1.2925	0.42225	0.64875	2.654625	6.047125	0.40825	4.31325	3.4915	0.87275	0.52725	1.575625	1.06125	4.937125	2.442	1.524125	0.624	1.057625	3.849125	1.175	3.149	3.086625	2.435625	1.14975
KIAA1199	-0.0126153846153846	0.894846153846154	-2.54376923076923	1.69853846153846	1.439	1.15892307692308	0.0854615384615385	1.10353846153846	0.244384615384615	0.220846153846154	2.23007692307692	0.924833333333333	-0.790230769230769	0.246923076923077	2.11330769230769	0.187692307692308	-0.879461538461538	-0.428076923076923	0.489769230769231	-2.02346153846154	-0.264615384615385	0.548692307692308	0.761384615384615	-1.67161538461538	0.0914615384615385	-0.767	1.65507692307692	-2.02884615384615	-0.292923076923077	0.839230769230769	0.361692307692308	-0.567846153846154	-1.90046153846154	-0.997	1.26592307692308	0.378846153846154	-1.28169230769231	-0.305692307692308
SORL1	1.258	0.6316	-0.1686	0.7662	1.2682	1.0532	2.1306	0.4694	1.8538	3.0054	2.9344	2.0882	2.7524	-0.499	1.9812	-0.2652	2.605	2.9124	1.6144	1.5666	3.6716	1.8698	2.3758	0.00399999999999999	-4.8228	2.7082	0.233	2.4992	1.9168	1.2884	2.7858	0.9694	2.1102	2.2858	2.2442	2.1626	1.8294	3.6928
NAT10	-0.4382	-0.7514	0.1048	0.0604	-0.144	0.3792	-0.3872	-0.8034	-0.137	-0.3606	-0.4994	-0.259	-0.1916	-0.2118	0.067	0.1246	-0.0494	-0.5894	0.3648	-0.063	-0.1764	0.2312	-0.4602	-0.2248	-0.6228	-0.3044	-0.26	-0.101	-0.62	0.551	-0.3382	0.2632	0.2512	-0.6046	0.4652	-0.1408	-0.3308	-0.4232
CHD1	-0.5	-0.9148	-0.4904	-1.0592	-1.0564	-1.6046	-1.1686	-0.6108	-0.3864	-2.2944	-1.2028	-0.782	-1.8322	-0.8564	-0.6708	-1.0408	-0.7828	-1.265	-1.6066	-0.921	-0.7396	-1.8788	-2.0416	-0.706	-0.6876	-1.2472	-1.141	-1.6082	-0.9294	-0.908	-0.5866	-1.61	-1.3048	-1.2982	-0.5984	-0.888	-0.8058	-1.4922
SYN3	-0.2574	0.2798	0.0914	-0.4198	0.0536	-0.5278	-0.0444	1.0776	0.2786	-0.0748	-0.5206	-0.1846	0.1152	0.0262	-0.018	0.4496	-0.087	-0.3862	0.0918	-0.024	-0.1736	0.5098	-0.088	0.0042	0.1862	-0.2506	-0.4708	0.4744	-0.2562	-0.1056	-0.388	0.047	0.1042	-0.4194	-0.1434	-0.285	0.3934	0.0986
SLC22A2	0.4686	0.3924	0.0704	0.2674	-0.0918	0.7198	0.1232	0.2542	0.3958	1.5958	-0.093	0.147	0.2596	0.4786	0.2854	0.182	-0.0444	0.151	1.0228	0.259	-0.1696	0.5044	-0.1368	0.0434	0.146	-0.0298	0.2242	-0.2028	0.2284	0.355	-0.1012	0.0836	0.3036	0.1136	0.1258	0.2296	-0.025	0.2902
SERPINF1	-0.791125	-1.450375	-1.419875	-1.058375	-2.52925	0.1995	0.940375	1.551875	-0.216	-1.11475	-1.254625	-0.635875	-0.19375	-1.1185	-0.334	2.033	1.12325	-2.407875	-0.046	-1.264	0.3665	-0.41425	0.185625	0.511125	-3.8425	-2.418875	-1.064375	-0.670125	1.886625	-0.24275	-0.121375	-1.9755	-0.26125	-1.22275	0.515375	-0.790875	0.193125	0.374625
WDR34	0.1474	-0.38	-1.6384	-0.5604	-1.846	-1.1992	0.009	-1.4798	-1.0296	-0.7728	-0.4056	-0.0974	-0.2808	-1.8666	-0.2188	-0.4776	0.5016	0.7478	-0.0834	-0.4054	-0.5566	0.2064	-0.0182	-0.6332	-1.2246	-0.631	-0.9816	-0.7042	-1.0972	-1.045	0.1976	-0.6198	-1.1212	-0.449	-0.426	-0.1482	-0.6946	0.2054
OR7A17	0.2734	0.3162	0.3646	0.2878	0.1444	0.524	0.4002	0.0836	0.2406	0.3758	0.2672	0.3374	0.4422	0.4106	0.3438	0.1046	0.2136	0.2968	0.4264	0.8656	0.2794	0.3902	0.3886	0.194	0.324	0.5504	0.4224	0.328	0.3034	0.1692	0.2652	0.5228	0.3836	-0.0344	0.3316	0.543	0.639	0.421
C9orf11	0.130666666666667	0.212666666666667	0.00933333333333333	0.378333333333333	0.41	0.366333333333333	0.624333333333333	0.107	0.248333333333333	0.611333333333333	0.517	0.0933333333333333	1.21566666666667	0.321333333333333	0.112333333333333	0.897333333333333	0.977666666666667	0.471333333333333	0.300333333333333	0.108666666666667	0.506333333333333	0.599666666666667	0.202666666666667	0.155	0.864666666666667	0.650666666666667	0.733333333333333	0.795666666666667	0.320666666666667	0.243666666666667	0.409666666666667	0.555666666666667	0.081	0.198	0.476333333333333	0.326333333333333	0.187666666666667	0.666
RNF216L	-0.49425	-0.0999166666666667	-0.286583333333333	0.0594166666666667	0.276833333333333	0.470583333333333	0.04525	0.142916666666667	-0.087	0.329583333333333	-0.0831666666666667	0.232166666666667	0.44725	1.18458333333333	-0.221083333333333	0.357666666666667	-0.395583333333333	0.0645	0.56575	-0.0695	-0.2635	0.1685	0.931166666666666	0.130916666666667	0.34325	-0.221166666666667	-0.616833333333333	-0.504583333333333	-0.147416666666667	-0.15775	0.289916666666667	0.527083333333333	-0.0311666666666667	0.00425	0.540916666666667	-0.165416666666667	-0.628666666666667	-0.04625
LHB	0.246333333333333	0.214	0.155666666666667	0.272333333333333	0.078	0.584	0.35	0.351	0.0936666666666667	0.9	0.326	0.589333333333333	0.996333333333333	0.455333333333333	0.265	0.196333333333333	0.239666666666667	0.499333333333333	0.639	0.856	0.107333333333333	0.586	0.942333333333333	0.223	0.0633333333333333	0.339666666666667	0.273333333333333	0.54	0.286	0.576	0.436333333333333	0.777666666666667	0.540666666666667	0.0583333333333333	0.666	0.513333333333333	0.895333333333333	0.279333333333333
STK25	-1.1199	-0.5893	0.1098	-0.1717	0.1141	0.3394	-0.8336	-0.3329	-0.2076	-0.3492	0.2681	-0.0879	-0.8666	0.0491	-0.8676	0.7067	0.151	-0.0798	0.3034	-0.1512	-0.4904	0.4397	-0.7172	-0.5118	-0.5546	0.0697	0.2354	-0.6834	-0.5121	0.4734	-0.1435	-0.2789	-0.7908	-0.1263	-0.1085	-0.6724	-0.4117	-1.1019
TAOK3	-1.2333	-0.5076	-0.2327	-0.1534	-0.0813	-0.7618	-0.381	0.3593	-0.6896	-0.8501	0.3223	-0.7466	-0.0429	-1.8564	0.0442	-0.2181	-0.0869	-0.556	0.3719	-0.6361	-0.4466	-0.5587	-0.6014	0.4965	1.0168	-0.0481	-1.3142	0.3378	0.3326	-0.3775	-0.4584	0.1169	0.0048	0.5847	-0.3204	-0.577	1.1639	-0.8028
LOC152573	-1.282	-1.21	-0.8012	-3.1162	-2.8806	-1.7338	-1.2496	-2.0882	-2.2558	-2.504	-3.2378	-3.2638	-2.3476	-2.6758	0.5518	5.5152	-2.194	-2.2204	-2.8264	-2.4794	-1.9908	-2.3866	-2.4262	-1.878	-2.3252	-1.7602	-1.9204	-2.624	0.5628	-2.5662	-1.4128	-1.928	-3.1214	-3.4844	-0.5262	-0.4396	0.8148	-0.4308
C3orf39	0.8317	0.0973	0.9501	0.7193	0.4181	1.005	1.0883	0.2939	0.9389	0.9262	-0.0831	0.6293	0.0842	0.3158	0.921	0.8999	0.7847	0.3542	0.0911	0.054	0.9745	0.6993	0.3389	0.74	0.7325	0.1052	0.3995	0.622	0.9201	0.1456	0.7897	0.4983	1.4458	0.628	-0.3889	0.2627	-0.3632	1.0066
C14orf108	0.0859230769230769	-0.213923076923077	0.750692307692308	-0.255384615384615	0.131538461538462	-0.0463846153846154	-0.0882307692307693	-0.133846153846154	0.0831538461538461	-0.874230769230769	0.124923076923077	-0.341076923076923	-1.31730769230769	-0.821	0.905307692307692	-0.501923076923077	-0.119615384615385	0.482307692307692	-1.53284615384615	-0.00799999999999998	0.00723076923076924	-0.982923076923077	-0.700692307692308	0.716615384615385	0.397384615384615	1.09707692307692	0.235692307692308	-0.917461538461538	-0.170230769230769	-1.00484615384615	-1.03615384615385	-1.43576923076923	0.698461538461538	0.598076923076923	-0.931615384615385	-0.676	1.06669230769231	-1.31876923076923
CDC25B	-0.173928571428571	-0.790571428571429	-0.771142857142857	0.285642857142857	-1.99242857142857	-0.449785714285714	-1.77585714285714	-0.863857142857143	-0.861428571428571	-1.36578571428571	-0.64	-1.04871428571429	-0.839142857142857	-0.816214285714286	-0.489571428571429	-0.176785714285714	-1.66178571428571	-0.849857142857143	-0.656642857142857	-1.10207142857143	-1.99835714285714	-1.0095	-0.395	-0.406214285714286	-1.17271428571429	-1.72371428571429	-0.784571428571429	-0.244571428571429	-1.66092857142857	-1.2405	-0.194857142857143	-0.817214285714286	-0.650714285714286	-1.23778571428571	-1.46407142857143	-0.999142857142857	-0.974142857142857	-1.70471428571429
BMP3	0.323333333333333	0.503	0.130333333333333	0.700666666666667	-0.214333333333333	-0.0103333333333333	1.14233333333333	0.357666666666667	0.203	0.441666666666667	0.594666666666667	-0.174	0.419	0.0286666666666667	0.121333333333333	0.257666666666667	1.478	0.313333333333333	-0.109666666666667	0.0993333333333333	0.511	0.276666666666667	0.182333333333333	3.75266666666667	0.579333333333333	0.752666666666667	0.442	0.279	0.732666666666667	-0.00566666666666667	0.135666666666667	0.884333333333333	0.470333333333333	1.494	0.587333333333333	0.376	1.56566666666667	0.646666666666667
TMEM180	0.347333333333333	0.0186666666666667	0.108666666666667	0.173666666666667	-0.00466666666666667	0.397666666666667	0.271	-0.0353333333333333	0.011	0.508333333333333	0.244666666666667	0.264666666666667	0.649	0.409666666666667	0.222333333333333	0.184	0.137333333333333	0.219	0.355333333333333	0.715666666666667	-0.133333333333333	0.472333333333333	0.522333333333333	0.255333333333333	0.116666666666667	0.406666666666667	0.245333333333333	0.406	0.0823333333333333	0.223666666666667	0.175666666666667	0.328333333333333	0.322	0.037	0.363	0.38	0.504666666666667	0.103
MAP1LC3C	0.0186	0.0154	0.2396	0.2354	0.463	0.6596	0.2364	-0.0408	0.4766	0.3158	-0.0066	-0.0536	0.3834	0.6926	-0.0068	1.3822	0.19	0.4788	-0.1466	0.1428	-0.0268	0.0836	-0.0392	0.478	0.2794	0.3982	0.4388	-0.0624	0.1688	-0.0846	-0.05	-0.1204	0.076	-0.1512	0.1214	0.2948	0.1916	0.3272
CRYGC	-0.0126666666666667	1.81566666666667	-0.325333333333333	-0.0536666666666667	1.247	0.709666666666667	-0.151	0.055	4.99833333333333	1.17066666666667	-0.656	5.485	0.715	1.65433333333333	2.19333333333333	0.244333333333333	-0.304333333333333	0.110666666666667	-0.0786666666666667	4.65766666666667	-0.478333333333333	0.240666666666667	-0.272	0.0616666666666667	0.042	0.473	4.20133333333333	0.177666666666667	-0.575333333333333	1.348	0.228666666666667	4.84966666666667	0.678	-0.522333333333333	0.414666666666667	1.41033333333333	-0.289333333333333	-0.273666666666667
POU3F1	-0.708076923076923	-0.476538461538462	-0.238384615384615	-0.576076923076923	-0.265615384615385	-0.413153846153846	-0.536769230769231	-0.762	-0.566	-0.324230769230769	-0.659153846153846	-0.539615384615385	-0.351	-0.0531538461538462	-0.756923076923077	-0.968538461538462	-0.946076923076923	-0.688538461538462	-0.664538461538462	0.0963076923076923	-0.917692307692308	-0.502230769230769	-0.192461538461538	-1.07669230769231	-0.501076923076923	-0.562846153846154	-0.507461538461538	-0.707461538461539	-0.823461538461539	-0.713384615384616	-0.534846153846154	-0.581615384615385	-0.498153846153846	-0.857384615384615	-0.305461538461538	-0.589923076923077	-0.520076923076923	-0.129307692307692
C20orf32	-0.427	0.139	-0.228666666666667	-0.242666666666667	-0.172666666666667	-0.076	-0.107	-0.0713333333333333	-0.244333333333333	-0.354666666666667	-0.0833333333333333	-0.148666666666667	-0.122333333333333	-0.0193333333333333	-0.0273333333333333	-0.737666666666667	-0.474	-0.435666666666667	0.202333333333333	-0.203	-0.625	-0.257333333333333	-0.139	-0.443666666666667	0.202	-0.295666666666667	-0.284333333333333	-0.330333333333333	-0.524333333333333	-0.317666666666667	-0.412666666666667	-0.380333333333333	-0.059	-0.105	0.0376666666666667	-0.156666666666667	-0.265	-0.00833333333333333
CCDC95	-0.04	-0.0905	-0.665	-0.772	-0.489	0.011	-0.5615	-0.599	-0.6135	-0.737	0.103	0.6045	-0.272	-0.381	-0.087	-0.5045	0.0175	-0.58	0.387	0.121	-0.5715	0.972	0.785	-0.0755	-0.0335	-0.6705	-0.2145	-0.169	-0.679	0.464	0.2625	-0.083	-0.7465	-0.21	-0.26	-0.206	-0.614	-0.8715
HIGD1B	3.3484	1.0062	1.8636	2.92	2.3122	3.1704	3.5986	2.9808	1.6338	2.769	3.3244	1.5266	3.0006	2.4972	3.021	2.5306	2.5682	2.4748	3.0866	1.7926	3.2616	3.027	2.825	3.8116	-0.1296	2.321	2.0456	1.8268	4.3728	2.7868	2.1524	3.3204	1.9858	1.7704	3.21	2.1576	2.381	3.0992
USP6NL	0.4117	0.4859	0.3839	0.7341	1.2498	0.7074	0.5158	-0.0098	1.5401	-0.3542	0.3078	0.4983	0.1768	1.0894	0.2115	1.7513	0.8463	0.3119	-0.3291	0.4876	0.8967	0.7986	0.1565	0.7789	0.1023	1.7174	1.9292	0.2968	0.3462	-0.4713	1.1857	0.6862	0.8609	0.5717	0.4551	-0.4601	-0.3449	0.6771
ABCD4	-0.022625	0.340625	0.294625	0.686	0.778625	1.032125	0.7505	1.30925	0.41925	-0.366875	1.098625	1.528	1.212	0.744875	0.776125	0.696125	0.698625	0.8725	0.657	-0.26175	0.82075	0.76075	1.379	0.739125	-0.29125	-0.41	-0.410125	0.215625	0.633875	0.7365	-0.0315	0.36925	-0.19325	1.21875	0.84425	0.408875	0.438875	0.62125
DIMT1L	-0.035875	-0.89875	-0.511625	-0.6271875	-0.6259375	-1.4685625	0.14725	-0.2916875	-0.6676875	-0.2436875	-1.7115	-1.3973125	-1.1796875	-1.119125	-0.7721875	-0.4014375	-0.09025	-0.5513125	-1.3753125	-0.8274375	0.1996875	-1.6784375	-1.1784375	-0.316875	0.2980625	-0.076125	-0.813625	-1.4691875	-0.08375	-1.23125	-0.9496875	-1.1170625	-0.3305	-0.629875	-0.475875	-0.866125	-1.0178125	-0.3158125
TEK	1.08990909090909	2.38372727272727	1.71245454545455	-0.0298181818181818	-0.168909090909091	0.461090909090909	1.69936363636364	1.37218181818182	0.0755454545454545	0.402090909090909	0.108909090909091	-0.675727272727273	0.367272727272727	1.07863636363636	1.29345454545455	0.832272727272727	1.12045454545455	0.0642727272727273	0.184363636363636	-0.200909090909091	1.18909090909091	-0.153181818181818	0.391	0.678181818181818	0.954545454545455	0.115818181818182	0.903636363636364	-0.382090909090909	2.53109090909091	-0.0581818181818182	-0.599545454545455	-0.229181818181818	0.162363636363636	0.602636363636364	0.363727272727273	0.682181818181818	1.54518181818182	1.61418181818182
SLC25A46	0.666	-0.783	-0.778	-1.0846	-1.0884	-0.2786	-0.5556	0.1044	-0.1588	-0.2124	-0.8368	-0.7048	-1.5626	0.0552	0.3082	-0.7486	-1.0172	-0.824	-0.6004	0.1844	-0.956	-1.1208	-0.8088	-0.3856	0.6214	-0.0372	-0.8194	-0.958	-0.6272	-1.072	-0.5974	-1.7622	-0.44	-0.6708	-0.6714	-0.4674	0.2246	-1.2514
LARP7	-1.16521428571429	-0.889071428571428	-1.29321428571429	-0.705071428571429	-0.523071428571428	-1.3005	-0.958428571428571	-1.04692857142857	-0.562857142857143	-0.653928571428571	-1.48907142857143	-1.55457142857143	-0.572357142857143	-0.994071428571429	-1.44335714285714	-1.205	-1.16035714285714	-0.975571428571428	-0.899071428571429	-0.933857142857143	-0.779357142857143	-0.580571428571428	-0.596714285714286	-1.25135714285714	-1.04714285714286	-1.15507142857143	-1.20528571428571	-1.8695	-0.783714285714286	-0.961571428571429	-0.694428571428571	-1.11178571428571	-1.17021428571429	-1.61035714285714	-1.45192857142857	-0.568142857142857	-1.11757142857143	-1.00821428571429
CD160	0.263	0.380625	0.126875	0.045625	-0.080875	0.623625	0.82125	0.180375	-0.1075	0.49875	0.64375	0.052875	0.51	-0.137375	-0.433875	-0.02875	0.55325	0.094375	0.66975	0.497	0.554375	1.36042857142857	0.185125	-0.18275	-0.217375	0.267875	0.0153750000000001	0.5545	1.5885	0.046375	0.35125	-0.14675	0.106375	0.26275	0.402625	0.198375	1.77025	0.607125
MT1JP	0.962571428571429	3.09771428571429	-1.15814285714286	-1.34557142857143	-2.06171428571429	-0.053	0.673714285714286	0.168571428571429	-1.89942857142857	2.45942857142857	-0.303857142857143	1.42328571428571	-0.0708571428571429	0.235285714285714	0.738714285714286	-1.30228571428571	-0.107	0.237571428571429	-0.000714285714285735	0.284571428571429	-1.496	2.786	0.490428571428572	-1.95828571428571	2.698	1.194	-0.804571428571428	1.89157142857143	-0.00242857142857145	-0.0801428571428571	2.19771428571429	-1.69671428571429	-1.107	0.479714285714286	2.14171428571429	0.283	1.71142857142857	-1.40971428571429
PHF20	-0.229142857142857	-0.298190476190476	-0.0163333333333334	0.923380952380952	-0.241047619047619	-0.35847619047619	-0.588095238095238	-0.711809523809524	-0.10952380952381	-0.219	-0.314	-0.081047619047619	-0.419619047619048	-0.149904761904762	-0.336857142857143	0.417095238095238	-0.54047619047619	-0.37247619047619	-0.120238095238095	-0.484857142857143	-0.637	-0.504761904761905	-0.627428571428571	-0.366952380952381	0.202380952380952	-0.707761904761905	-0.170952380952381	-0.00200000000000002	-0.427857142857143	-0.10852380952381	-0.150666666666667	-0.0985714285714286	-0.763047619047619	-0.0814761904761905	-0.276095238095238	-0.529952380952381	-0.703238095238095	-0.804761904761905
CPNE4	0.0102	1.5892	-0.1326	-0.4894	-0.069	-0.2178	0.6406	1.8146	0.9382	-0.6144	-1.0396	3.0924	-0.3878	1.1354	1.9312	1.0652	0.3424	-0.1396	-0.3236	0.1828	0.3974	-0.662	-0.0598	0.5174	0.9838	-0.5098	2.0918	-0.2188	0.0936	-0.655	-0.5008	1.4618	-0.1504	3.1382	-0.3076	0.4174	-0.5094	0.898
GTPBP1	-0.456842105263158	-0.499263157894737	-0.659473684210526	-0.316105263157895	-0.948736842105263	-0.478157894736842	-0.360736842105263	-0.00647368421052631	-0.741578947368421	-0.246421052631579	-0.733421052631579	-0.0952105263157895	0.580052631578947	-0.542526315789474	-0.877263157894737	-0.649736842105263	0.115526315789474	-1.15131578947368	-0.0964210526315789	-0.237473684210526	-0.092	-0.30578947368421	0.0444736842105263	-0.860368421052632	-0.517473684210526	-0.600842105263158	-0.619631578947368	-0.233052631578947	-0.137105263157895	-0.293631578947368	-0.0797894736842105	0.00184210526315789	-0.582368421052631	-0.796526315789474	-0.148210526315789	-0.434368421052632	0.273684210526316	0.309684210526316
RAB33B	1.427875	1.257625	0.033375	0.54175	0.188625	0.13975	1.0525	0.28325	0.684875	1.6345	-0.117625	-0.3905	0.3585	0.3145	0.67825	0.21175	1.102875	1.184	-0.101125	1.171625	1.147125	0.783125	0.534625	1.1355	1.469875	1.049125	0.023875	0.356625	1.527	0.396875	0.703625	-0.180625	0.138375	0.87125	0.522	0.292	0.347	1.24975
ALDOC	-2.41545454545455	-1.87927272727273	-2.33663636363636	-1.01018181818182	-2.28890909090909	-1.406	-2.016	-1.89145454545455	-1.75609090909091	-1.13836363636364	-1.56454545454545	-1.39663636363636	-1.02936363636364	-1.44481818181818	-2.83654545454545	-1.83818181818182	-1.66518181818182	-1.52127272727273	-1.12781818181818	-1.83872727272727	-1.87745454545455	-2.17345454545455	-1.19681818181818	-1.78790909090909	0.599909090909091	-2.40118181818182	-1.99036363636364	-1.17254545454545	-1.83518181818182	-0.708545454545454	-2.02563636363636	-1.61509090909091	-1.93154545454545	-2.06172727272727	-1.44063636363636	-2.02990909090909	-1.32245454545455	-1.65681818181818
ZNF212	0.1162	0.2136	0.6414	0.6284	1.1662	0.5472	-0.092	0.5218	0.314	0.1464	0.4156	0.9442	1.0818	0.3442	0.3848	0.7226	-0.5236	0.0976	0.8628	-0.1202	0.421	0.546	-0.324	0.355	-0.0376	0.3422	0.5504	0.2542	-0.0928	0.8682	-0.4516	0.5028	0.807	0.3488	0.2742	0.132	-0.169	0.424
NUDT1	-1.587375	-0.17125	-0.789625	-0.602375	-0.97575	-0.756	-1.580125	-1.160125	-0.947875	-0.58875	-0.215875	-1.312	-0.679625	0.3975	-0.60625	-0.112	-1.631375	-0.017125	-0.44475	-0.641625	-1.730375	-0.496	-0.93575	-0.269375	-0.98575	-0.541875	-0.905375	0.2235	-1.377	-1.34875	-1.109375	0.47525	-0.174875	-1.818875	-0.80975	-0.846	-0.787	-1.616
RFPL2	0.525666666666667	-0.756166666666667	1.40783333333333	-0.254833333333333	1.69866666666667	0.1315	-0.663833333333333	0.399333333333333	0.220333333333333	0.1085	-0.753666666666667	0.1325	-0.769333333333333	0.117	-0.981833333333333	0.1855	-1.17283333333333	1.22766666666667	-0.550833333333333	0.327833333333333	1.37733333333333	0.0943333333333333	1.40166666666667	-0.812	-0.59	-1.43216666666667	0.512666666666667	-0.599	-1.04316666666667	-0.301166666666667	0.279666666666667	3.30066666666667	-0.564666666666667	-0.5145	-0.814666666666667	-1.1595	-1.4405	0.0581666666666667
ZNF83	0.77125	0.45825	0.23425	0.404125	1.15475	-0.33725	-0.064	-0.655125	-0.18125	-1.070875	0.294	1.07825	0.095125	-0.593125	0.461625	-0.867125	0.36125	0.672875	0.25825	0.1315	1.116875	-0.4055	-0.67025	0.0435	-4.73025	-0.0705	-0.244	0.024625	0.537125	0.43925	0.154875	0.378625	0.04675	0.571125	-0.478625	-0.863625	-1.739	-0.66425
